ACCOMMODATION_CODE,ACCOMMODATION_LATITUDE,ACCOMMODATION_LONGITUDE,ACCOMMODATION_STATUS_CODE,ACCOMMODATION_SUB_STATUS,ACCOMMODATION_LIVE_DATE,ACCOMMODATION_REV_MAN_CHECK,ACCOMMODATION_CONTRACT_CHECK,ACCOMMODATION_CHANNEL,ACCOMMODATION_STATUS_CODE_DESCRIPTION,ACTIVE_LIVE_FLAG,ACCOMMODATION_COMPANY,PROPERTY_COMPANY,ACCOMMODATION_GROUP_CODE,ACCOMMODATION_GROUP,ACCOMMODATION_GROUP_COUNTRY,ACCOMMODATION_GROUP_TYPE,ACCOMMODATION_GROUP_CITY,ACCOMMODATION_GROUP_LANGUAGE,ACCOMMODATION_GROUP_NUMBER_OF_STARS,ACCOMMODATION_QUALITY_CHECK,ACCOMMODATION_COUNTRY_CODE,ACCOMMODATION_COUNTRY,ACCOMMODATION_REGION_CODE,ACCOMMODATION_REGION,ACCOMMODATION_SKI_AREA,ACCOMMODATION_SKI_AREA_COUNTRY,ACCOMMODATION_SKI_AREA_REGION,ACCOMMODATION_PROVINCE,ACCOMMODATION_MUNICIPALITY,ACCOMMODATION_CITY,ACCOMMODATION_ZIPCODE,ACCOMMODATION_ADDRESS,ACCOMMODATION_PRODUCT,REPORTS_TO,SALES_MANAGER,SALES_AGENT,SALES_AGENT_LARS_ID,ORIGINAL_AGENT,ORIGINAL_AGENT_LARS_ID,COMPETITOR_CODE,COMPETITOR,CONTRACT_TYPE,CONTRACT_ID,CONTRACT_DATE,CONTRACT_SIGNED_DT,CONTRACT_ATTACHMENT_DATE,CONTRACT_SIGNED_IP,CONTRACT_TERMINATION_REASON,NOT_INTERESTED_REASON,OPTIONS_ALLOWED,PROPERTY_SERVICES,PROPERTY_SERVICES_CONTRACT_START_DATE,PROPERTY_SERVICES_CONTRACT_END_DATE,ACCOMMODATION_RANK,ACCOMMODATION_RENT_LICENSE,ACCOMMODATION_RENT_LICENSE_REFERENCE,NUM_PLANNINGS,PLANNING_CODES,TO_CODES,TO_NAMES,ACCOMMODATION_CADASTER_TYPE,ACCOMMODATION_CADASTER_ID,ACCOMMODATION_SERVICE,ACCOMMODATION_HOUSE_ERROR,ACCOMMODATION_UPGRADE_STATUS,ACCOMMODATION_TAKEN_OVER_FROM,ACCOMMODATION_TAKEN_OVER_FROM_DATE,ACCOMMODATION_CREATION_DATE,ACCOMMODATION_DDATE,ACCOMMODATION_WDATE,CGT_BELGIUM,ACCOMMODATION_NUMBER_OF_PERSONS,ACCOMMODATION_NUMBER_OF_PETS,ACCOMMODATION_NUMBER_OF_BATHROOMS,ACCOMMODATION_NUMBER_OF_BEDROOMS,ACCOMMODATION_BUILDING_STRUCTURE,ACCOMMODATION_TYPE_NEW,ACCOMMODATION_ALLOTMENT_CODE,INDICATOR_PETS_ALLOWED,ACCOMMODATION_HOMEOWNER_TIPS,ACCOMMODATION_SIZE,ACCOMMODATION_COMBI_PLANNING,HOMEOWNER_CAN_MODIFY_ADDITIONAL_COSTS,LAST_MINUTE_ON_REQUEST_DAYS,ACCOMMODATION_PRICE_EXTENTION,ACCOMMODATION_PRICE_TEMPLATE,ACCOMMODATION_PRICE_METHOD,PRICE_CONTROL_MAXIMUM_PURCHSE_PRICE_DEVIVATION,INCLUDED_WEBSITES,EXCLUDED_WEBSITES,NOT_TO_BOOKINGCOM,NOT_TO_HOMEAWAY,NOT_TO_AIRBNB,OTA_CHECK_AIRBNB,OTA_CHECK_BOOKINGCOM,OTA_CHECK_HOMEAWAY,NUMBER_OF_ERRORS_ON_AIRBNB,NUMBER_OF_ERRORS_ON_BOOKINGCOM,NUMBER_OF_ERRORS_ON_HOMEAWAY,BOOKINGCOM_ID,AIRBNB_ID,HOMEAWAY_ID,EXPEDIA_ID,ACCOMMODATION_TYPE,INDICATOR_DETACHED,ACCOMMODATION_NUMBER_OF_STARS,ACCOMMODATION_NUMBER_OF_COMPLAINTS,ACCOMMODATION_NUMBER_OF_DAMAGES,ACCOMMODATION_NUMBER_OF_SOS,ACCOMMODATION_NUMBER_OF_DEPOSIT,ACCOMMODATION_NUMBER_OF_RELOCATION,ACCOMMODATION_NUMBER_OF_GUESTBOOKS,ACCOMMODATION_REVIEW_SCORE,ACCOMMODATION_NAME,HOMEOWNER_TRAFFIC_LIGHT,ACCOMMODATION_NUMBER_OF_PHOTOS,ACCOMMODATION_PHOTO_CHECK_SCORE,ACCOMMODATION_PHOTO_CONTENT_SCORE,ACCOMMODATION_PHOTO_CHARM_SCORE,ACCOMMODATION_PHOTO_MIX_SCORE,ACCOMMODATION_PHOTO_SPECS_SCORE,ACCOMMODATION_PHOTO_PRINT,ACCOMMODATION_PHOTOGRAPHY_BY,OWNER_LOGIN,OWNER_ID,OWNER_TYPE,OWNER_COMMUNICATION_CODE,OWNER_LANGUAGE_CODE,OWNER_COUNTRY_CODE,OWNER_CITY,OWNER_ZIPCODE,OWNER_AMBASSADOR,OWNER_COMPANY_ID,OWNER_COMPANY_NAME,OWNER_ORIGIN,OWNER_MKT_SOURCE_LEAD,HOMEOWNER_CREATION_DATE,OWNER_LAST_LOGIN_DATE,OWNER_WEBSITE,OWNER_PREFFERRED_PARTNER_PROGRAM,OWNER_PPP_ACCOUNT_MANAGER,OWNER_DND,CARETAKER_ID,CARETAKER_COUNTRY_CODE,CARETAKER_CITY,CARETAKER_ZIPCODE,CARETAKER_COMMUNICATION_CODE,CARETAKER_LANGUAGE_CODE,SAME_PERSON,HOPG
ES-00138-71,36.503198,-4.70714,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-117,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00138-71-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,4.0,0.0,2.0,2.0,Apartment,Apartment,,N,,65.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Island of Riviera Golf,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/545880_lsr_20250129052556491.jpg,,Nooit,1077160.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-28,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00138-97,39.773457,-0.153189,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-195,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00138-97-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,4.0,0.0,1.0,2.0,Apartment,Apartment,,N,,60.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Las Dunas,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/545971_lsr_20250129055644528.jpg,,Nooit,1077160.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-28,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00139-86,38.69085,0.137417,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-458,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00139-86-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,4.0,0.0,1.0,0.0,Apartment,Apartment,,N,,102.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Maison de Vacances Moravit 16,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/546245_lsr_20250129073210590.jpg,,Nooit,1077160.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-28,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00140-08,42.235594,2.864841,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-534,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00140-08-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,4.0,0.0,2.0,2.0,Apartment,Apartment,,N,,180.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Maison de Vacances Navata,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/546321_lsr_20250129075818691.jpg,,Nooit,1077160.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-28,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00140-23,36.774887,-3.898123,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-552,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00140-23-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,8.0,0.0,4.0,4.0,Apartment,Apartment,,N,,240.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Maison de Vacances Nerja,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/546577_lsr_20250129092222892.jpg,,Nooit,1077160.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-28,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00140-98,37.907288,-0.743711,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-732,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00140-98-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,4.0,0.0,1.0,2.0,Apartment,Apartment,,N,,67.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Aquamarina,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/546768_lsr_20250129102528743.jpg,,Nooit,1077160.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-28,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00141-48,40.120211,0.153162,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-782,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00141-48-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,4.0,0.0,1.0,2.0,Apartment,Apartment,,N,,63.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Costa Caribe III,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/546817_lsr_20250129104125365.jpg,,Nooit,1077160.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-28,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00141-95,28.024975,-16.701348,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-935,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00141-95-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,2.0,0.0,1.0,1.0,Apartment,Apartment,,N,,55.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Penthouse Palm Mar,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/547052_lsr_20250129115104438.jpg,,Nooit,1077160.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-28,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00142-75,38.841518,-0.040893,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-1059,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00142-75-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,6.0,0.0,2.0,3.0,Apartment,Apartment,,N,,130.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Maison de Vacances Pego,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/547196_lsr_20250129123553147.jpg,,Nooit,1077160.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-28,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00143-27,40.362351,0.400157,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-1113,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00143-27-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,6.0,0.0,2.0,3.0,Apartment,Apartment,,N,,85.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Mirador de Llandels II,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/547250_lsr_20250129125302507.jpg,,Nooit,1077160.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-28,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00143-34,40.371456,0.404606,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-1120,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00143-34-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,6.0,0.0,1.0,2.0,Apartment,Apartment,,N,,58.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Location de Vacances Peñíscola 231,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/547257_lsr_20250129125531502.jpg,,Nooit,1077160.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-28,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00143-46,28.87145,-13.84601,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-1389,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00143-46-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,6.0,0.0,2.0,3.0,Apartment,Apartment,,N,,120.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Maison de Vacances Playa Blanca,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/547545_lsr_20250129145051625.jpg,,Nooit,1077165.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-29,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00143-67,41.807814,3.06223,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-1410,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00143-67-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,4.0,0.0,1.0,2.0,Apartment,Apartment,,N,,80.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Ridaura Beach,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/547566_lsr_20250129145649457.jpg,,Nooit,1077165.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-29,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00145-06,42.267929,3.138741,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-2077,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00145-06-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,4.0,0.0,1.0,2.0,Apartment,Apartment,,N,,57.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Royal Marine,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/548302_lsr_20250129184434790.jpg,,Nooit,1077165.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-29,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00145-40,42.265528,3.166062,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-2111,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00145-40-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,4.0,0.0,1.0,2.0,Apartment,Apartment,,N,,65.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Platja de Roses,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/548336_lsr_20250129185518009.jpg,,Nooit,1077165.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-29,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00146-38,42.265167,3.149913,L,ACTIVE,,NotActioned,NotActioned,Other,Lead,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,Exclusive revenue management flexibility (FME),250129-2209,2025-01-29,,,,,,Y,N,,,Gold 2,,,1.0,ES-00146-38-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-29,,,,4.0,0.0,1.0,2.0,Apartment,Apartment,,N,,55.0,no,No,0,Auto,Flat Price Structure,LOS,0.0,BV,ABB_CLEANING | ABB_PETS,False,False,True,,,,0.0,0.0,0.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Location de Vacances Roses 549,Green,0.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/548434_lsr_20250129193539159.jpg,,Nooit,1077165.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-29,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,
ES-00149-47,36.504527,-4.768533,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,On request rental price contract (FMNE),251023-1251,2025-10-23,,,,,,Y,N,,,Bronze,,,1.0,ES-00149-47-01,,,,,HOS HomeOwner Service,,,,,2025-10-23,,,,4.0,0.0,1.0,2.0,Apartment,Apartment,,N,,150.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ABB_PETS | ABB_CLEANING | ABB_NON_REFUNDABLE | BC_CLEANING | BC_PETS | ER | CM | BC | TFW | ABB | DC,True,False,True,On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Host level | NL property name length > 50 update in ovh-ota | DE property name length > 50 update in ovh-ota | IT property name length > 50 update in ovh-ota | ES property name length > 50 update in ovh-ota | PL property name length > 50 update in ovh-ota | No availability on Accommodation,Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,No bedroom with beds available,9.0,4.0,1.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Appartements à Marbella,Green,44.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/593165_lsr_20251023162841174.jpg,,Nooit,1081503.0,Partner,E,FR,FR,,,,BVAG,,Eigen netwerk,,2024-09-26,1900-01-01,,Yes,Karl Vannerem,No,,,,,,,homeowner same as caretaker,NOT LIVE
ES-00149-48,36.475747,-5.061904,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,On request rental price contract (FMNE),251023-1251,2025-10-23,,,,,,Y,N,,,Bronze,,,1.0,ES-00149-48-01,,,,,HOS HomeOwner Service,,,,,2025-10-23,,,,4.0,0.0,1.0,2.0,Apartment,Apartment,,N,,200.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ABB_PETS | ABB_CLEANING | ABB_NON_REFUNDABLE | BC_CLEANING | BC_PETS | ER | CM | BC | TFW | ABB | DC,True,False,True,On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Host level | NL property name length > 50 update in ovh-ota | No availability on Accommodation,Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,No bedroom with beds available,5.0,4.0,1.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Appartements à Benahavís,Green,48.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/593166_lsr_20251023162803612.jpg,,Nooit,1081503.0,Partner,E,FR,FR,,,,BVAG,,Eigen netwerk,,2024-09-26,1900-01-01,,Yes,Karl Vannerem,No,,,,,,,homeowner same as caretaker,NOT LIVE
ES-00150-09,42.227585,2.70604,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,ES,Spain,,,,,,,,,,,Spanje,Elise Renaud,Elise Renaud,Elise Renaud,eliser,Elise Renaud,eliser,,,On request rental price contract (FMNE),251023-1623,2025-10-23,,,,,,Y,N,,,Bronze,,,1.0,ES-00150-09-01,,,,,HOS HomeOwner Service,,,,,2025-10-23,,,,8.0,0.0,4.0,4.0,Apartment,Apartment,,N,,300.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ABB_PETS | ABB_CLEANING | ABB_NON_REFUNDABLE | BC_CLEANING | BC_PETS | ER | CM | BC | TFW | ABB | DC,True,False,True,On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Host level | No availability on Accommodation,Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,No bedroom with beds available,4.0,4.0,1.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Mobil Home - Bungalow - Cottage à Beuda,Green,39.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/593542_lsr_20251023190459878.jpg,,Nooit,1081503.0,Partner,E,FR,FR,,,,BVAG,,Eigen netwerk,,2024-09-26,1900-01-01,,Yes,Karl Vannerem,No,,,,,,,homeowner same as caretaker,NOT LIVE
