Number,Description,Hash,OriginFile,LoadEpoch,LoadDatetime
5110,"[{'Language': 'NL', 'Description': 'timbered house'}
 {'Language': 'NO', 'Description': 'timbered house'}
 {'Language': 'FR', 'Description': 'timbered house'}
 {'Language': 'DE', 'Description': 'Fachwerkhaus'}
 {'Language': 'EN', 'Description': 'timbered house'}
 {'Language': 'SV', 'Description': 'timbered house'}
 {'Language': 'IT', 'Description': 'timbered house'}
 {'Language': 'ES', 'Description': 'timbered house'}
 {'Language': 'DA', 'Description': 'timbered house'}]",7061126607055747142,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5210,"[{'Language': 'NL', 'Description': 'Geïsoleerd'}
 {'Language': 'NO', 'Description': 'Isolert'}
 {'Language': 'FR', 'Description': 'Iisolé'}
 {'Language': 'DE', 'Description': 'Isoliert'}
 {'Language': 'EN', 'Description': 'Insulated'}
 {'Language': 'SV', 'Description': 'Isolerade'}
 {'Language': 'IT', 'Description': 'Isolato'}
 {'Language': 'ES', 'Description': 'Aislado'}
 {'Language': 'DA', 'Description': 'Helårsisoleret'}]",-8977279595251870039,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5212,"[{'Language': 'NL', 'Description': 'Gedeeltelijk geïsoleerd'}
 {'Language': 'NO', 'Description': 'Delvis isolert'}
 {'Language': 'FR', 'Description': 'Partiellement isolé'}
 {'Language': 'DE', 'Description': 'Teilweise isoliert'}
 {'Language': 'EN', 'Description': 'Partial insulated'}
 {'Language': 'SV', 'Description': 'Delvis isolerat'}
 {'Language': 'IT', 'Description': 'Parzialmente isolata'}
 {'Language': 'ES', 'Description': 'Parcialmente aislado'}
 {'Language': 'DA', 'Description': 'Delvist isoleret'}]",254516159023266248,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5214,"[{'Language': 'NL', 'Description': 'Niet geïsoleerd'}
 {'Language': 'NO', 'Description': 'Ikke isolert'}
 {'Language': 'FR', 'Description': 'Pas isolé'}
 {'Language': 'DE', 'Description': 'Nicht isoliert'}
 {'Language': 'EN', 'Description': 'Not insulated'}
 {'Language': 'SV', 'Description': 'Inte isolerad'}
 {'Language': 'IT', 'Description': 'Non isolata'}
 {'Language': 'ES', 'Description': 'No aislados'}
 {'Language': 'DA', 'Description': 'Ikke isoleret'}]",-2977038028254093547,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5401,"[{'Language': 'NL', 'Description': 'Elctric heating'}
 {'Language': 'NO', 'Description': 'Elctric heating'}
 {'Language': 'FR', 'Description': 'Elctric heating'}
 {'Language': 'DE', 'Description': 'Elctric heating'}
 {'Language': 'EN', 'Description': 'Elctric heating'}
 {'Language': 'SV', 'Description': 'Elctric heating'}
 {'Language': 'IT', 'Description': 'Elctric heating'}
 {'Language': 'ES', 'Description': 'Elctric heating'}
 {'Language': 'DA', 'Description': 'Elctric heating'}]",-1074827670907118224,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5402,"[{'Language': 'NL', 'Description': 'Central heating'}
 {'Language': 'NO', 'Description': 'Central heating'}
 {'Language': 'FR', 'Description': 'Central heating'}
 {'Language': 'DE', 'Description': 'Central heating'}
 {'Language': 'EN', 'Description': 'Central heating'}
 {'Language': 'SV', 'Description': 'Central heating'}
 {'Language': 'IT', 'Description': 'Central heating'}
 {'Language': 'ES', 'Description': 'Central heating'}
 {'Language': 'DA', 'Description': 'Central heating'}]",-3737855047029869212,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5403,"[{'Language': 'NL', 'Description': 'Oil oven'}
 {'Language': 'NO', 'Description': 'Oil oven'}
 {'Language': 'FR', 'Description': 'Oil oven'}
 {'Language': 'DE', 'Description': 'Oil oven'}
 {'Language': 'EN', 'Description': 'Oil oven'}
 {'Language': 'SV', 'Description': 'Oil oven'}
 {'Language': 'IT', 'Description': 'Oil oven'}
 {'Language': 'ES', 'Description': 'Oil oven'}
 {'Language': 'DA', 'Description': 'Oil oven'}]",7938825513951484064,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5404,"[{'Language': 'NL', 'Description': 'Wooden fireplace'}
 {'Language': 'NO', 'Description': 'Wooden fireplace'}
 {'Language': 'FR', 'Description': 'Wooden fireplace'}
 {'Language': 'DE', 'Description': 'Wooden fireplace'}
 {'Language': 'EN', 'Description': 'Wooden fireplace'}
 {'Language': 'SV', 'Description': 'Wooden fireplace'}
 {'Language': 'IT', 'Description': 'Wooden fireplace'}
 {'Language': 'ES', 'Description': 'Wooden fireplace'}
 {'Language': 'DA', 'Description': 'Wooden fireplace'}]",-6465417451524601681,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5405,"[{'Language': 'NL', 'Description': 'Underground floor heating'}
 {'Language': 'NO', 'Description': 'Underground floor heating'}
 {'Language': 'FR', 'Description': 'Underground floor heating'}
 {'Language': 'DE', 'Description': 'Underground floor heating'}
 {'Language': 'EN', 'Description': 'Underground floor heating'}
 {'Language': 'SV', 'Description': 'Underground floor heating'}
 {'Language': 'IT', 'Description': 'Underground floor heating'}
 {'Language': 'ES', 'Description': 'Underground floor heating'}
 {'Language': 'DA', 'Description': 'Underground floor heating'}]",5919078078107270591,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5406,"[{'Language': 'NL', 'Description': 'Gas oven'}
 {'Language': 'NO', 'Description': 'Gas oven'}
 {'Language': 'FR', 'Description': 'Gas oven'}
 {'Language': 'DE', 'Description': 'Gas oven'}
 {'Language': 'EN', 'Description': 'Gas oven'}
 {'Language': 'SV', 'Description': 'Gas oven'}
 {'Language': 'IT', 'Description': 'Gas oven'}
 {'Language': 'ES', 'Description': 'Gas oven'}
 {'Language': 'DA', 'Description': 'Gas oven'}]",4680918862883141787,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5407,"[{'Language': 'NL', 'Description': 'Wood stove'}
 {'Language': 'NO', 'Description': 'Wood stove'}
 {'Language': 'FR', 'Description': 'Wood stove'}
 {'Language': 'DE', 'Description': 'Wood stove'}
 {'Language': 'EN', 'Description': 'Wood stove'}
 {'Language': 'SV', 'Description': 'Wood stove'}
 {'Language': 'IT', 'Description': 'Wood stove'}
 {'Language': 'ES', 'Description': 'Wood stove'}
 {'Language': 'DA', 'Description': 'Wood stove'}]",-6182005230980316829,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5408,"[{'Language': 'NL', 'Description': 'District heating'}
 {'Language': 'NO', 'Description': 'District heating'}
 {'Language': 'FR', 'Description': 'District heating'}
 {'Language': 'DE', 'Description': 'District heating'}
 {'Language': 'EN', 'Description': 'District heating'}
 {'Language': 'SV', 'Description': 'District heating'}
 {'Language': 'IT', 'Description': 'District heating'}
 {'Language': 'ES', 'Description': 'District heating'}
 {'Language': 'DA', 'Description': 'District heating'}]",210852746233096903,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5409,"[{'Language': 'NL', 'Description': 'Light eletric heating'}
 {'Language': 'NO', 'Description': 'Light eletric heating'}
 {'Language': 'FR', 'Description': 'Light eletric heating'}
 {'Language': 'DE', 'Description': 'Light eletric heating'}
 {'Language': 'EN', 'Description': 'Light eletric heating'}
 {'Language': 'SV', 'Description': 'Light eletric heating'}
 {'Language': 'IT', 'Description': 'Light eletric heating'}
 {'Language': 'ES', 'Description': 'Light eletric heating'}
 {'Language': 'DA', 'Description': 'Light eletric heating'}]",4497842594894140289,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5410,"[{'Language': 'NL', 'Description': 'Oil'}
 {'Language': 'NO', 'Description': 'Oil'}
 {'Language': 'FR', 'Description': 'Oil'}
 {'Language': 'DE', 'Description': 'Oil'}
 {'Language': 'EN', 'Description': 'Oil'}
 {'Language': 'SV', 'Description': 'Oil'}
 {'Language': 'IT', 'Description': 'Oil'}
 {'Language': 'ES', 'Description': 'Oil'}
 {'Language': 'DA', 'Description': 'Oil'}]",2946651906111021165,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5411,"[{'Language': 'NL', 'Description': 'Wooden Pellet Heating'}
 {'Language': 'NO', 'Description': 'Wooden Pellet Heating'}
 {'Language': 'FR', 'Description': 'Wooden Pellet Heating'}
 {'Language': 'DE', 'Description': 'Wooden Pellet Heating'}
 {'Language': 'EN', 'Description': 'Wooden Pellet Heating'}
 {'Language': 'SV', 'Description': 'Wooden Pellet Heating'}
 {'Language': 'IT', 'Description': 'Wooden Pellet Heating'}
 {'Language': 'ES', 'Description': 'Wooden Pellet Heating'}
 {'Language': 'DA', 'Description': 'Wooden Pellet Heating'}]",-7369526929626794,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5412,"[{'Language': 'NL', 'Description': 'Gas'}
 {'Language': 'NO', 'Description': 'Gas'}
 {'Language': 'FR', 'Description': 'Gas'}
 {'Language': 'DE', 'Description': 'Gas'}
 {'Language': 'EN', 'Description': 'Gas'}
 {'Language': 'SV', 'Description': 'Gas'}
 {'Language': 'IT', 'Description': 'Gas'}
 {'Language': 'ES', 'Description': 'Gas'}
 {'Language': 'DA', 'Description': 'Gas'}]",8269566607960765090,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5601,"[{'Language': 'NL', 'Description': 'Naturgrund'}
 {'Language': 'NO', 'Description': 'Naturgrund'}
 {'Language': 'FR', 'Description': 'Naturgrund'}
 {'Language': 'DE', 'Description': 'Naturgrund'}
 {'Language': 'EN', 'Description': 'Naturgrund'}
 {'Language': 'SV', 'Description': 'Naturgrund'}
 {'Language': 'IT', 'Description': 'Naturgrund'}
 {'Language': 'ES', 'Description': 'Naturgrund'}
 {'Language': 'DA', 'Description': 'Naturgrund'}]",1359060963110272852,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5602,"[{'Language': 'NL', 'Description': 'Anlagt have'}
 {'Language': 'NO', 'Description': 'Anlagt have'}
 {'Language': 'FR', 'Description': 'Anlagt have'}
 {'Language': 'DE', 'Description': 'Anlagt have'}
 {'Language': 'EN', 'Description': 'Anlagt have'}
 {'Language': 'SV', 'Description': 'Anlagt have'}
 {'Language': 'IT', 'Description': 'Anlagt have'}
 {'Language': 'ES', 'Description': 'Anlagt have'}
 {'Language': 'DA', 'Description': 'Anlagt have'}]",-5771858211079574855,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5603,"[{'Language': 'NL', 'Description': 'klitgrund'}
 {'Language': 'NO', 'Description': 'klitgrund'}
 {'Language': 'FR', 'Description': 'klitgrund'}
 {'Language': 'DE', 'Description': 'klitgrund'}
 {'Language': 'EN', 'Description': 'klitgrund'}
 {'Language': 'SV', 'Description': 'klitgrund'}
 {'Language': 'IT', 'Description': 'klitgrund'}
 {'Language': 'ES', 'Description': 'klitgrund'}
 {'Language': 'DA', 'Description': 'klitgrund'}]",4546192179792945470,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5604,"[{'Language': 'NL', 'Description': 'Plantagegrund'}
 {'Language': 'NO', 'Description': 'Plantagegrund'}
 {'Language': 'FR', 'Description': 'Plantagegrund'}
 {'Language': 'DE', 'Description': 'Plantagegrund'}
 {'Language': 'EN', 'Description': 'Plantagegrund'}
 {'Language': 'SV', 'Description': 'Plantagegrund'}
 {'Language': 'IT', 'Description': 'Plantagegrund'}
 {'Language': 'ES', 'Description': 'Plantagegrund'}
 {'Language': 'DA', 'Description': 'Plantagegrund'}]",-8870007890955434250,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5605,"[{'Language': 'NL', 'Description': 'Naturgrund med træer'}
 {'Language': 'NO', 'Description': 'Naturgrund med træer'}
 {'Language': 'FR', 'Description': 'Naturgrund med træer'}
 {'Language': 'DE', 'Description': 'Naturgrund med træer'}
 {'Language': 'EN', 'Description': 'Naturgrund med træer'}
 {'Language': 'SV', 'Description': 'Naturgrund med træer'}
 {'Language': 'IT', 'Description': 'Naturgrund med træer'}
 {'Language': 'ES', 'Description': 'Naturgrund med træer'}
 {'Language': 'DA', 'Description': 'Naturgrund med træer'}]",793649899134366821,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5606,"[{'Language': 'NL', 'Description': 'Kuperet grund'}
 {'Language': 'NO', 'Description': 'Kuperet grund'}
 {'Language': 'FR', 'Description': 'Kuperet grund'}
 {'Language': 'DE', 'Description': 'Kuperet grund'}
 {'Language': 'EN', 'Description': 'Kuperet grund'}
 {'Language': 'SV', 'Description': 'Kuperet grund'}
 {'Language': 'IT', 'Description': 'Kuperet grund'}
 {'Language': 'ES', 'Description': 'Kuperet grund'}
 {'Language': 'DA', 'Description': 'Kuperet grund'}]",-2831985999724645846,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5607,"[{'Language': 'NL', 'Description': 'Skovgrund'}
 {'Language': 'NO', 'Description': 'Skovgrund'}
 {'Language': 'FR', 'Description': 'Skovgrund'}
 {'Language': 'DE', 'Description': 'Skovgrund'}
 {'Language': 'EN', 'Description': 'Skovgrund'}
 {'Language': 'SV', 'Description': 'Skovgrund'}
 {'Language': 'IT', 'Description': 'Skovgrund'}
 {'Language': 'ES', 'Description': 'Skovgrund'}
 {'Language': 'DA', 'Description': 'Skovgrund'}]",-4556510425225468271,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5608,"[{'Language': 'NL', 'Description': 'Fjeldgrund'}
 {'Language': 'NO', 'Description': 'Fjeldgrund'}
 {'Language': 'FR', 'Description': 'Fjeldgrund'}
 {'Language': 'DE', 'Description': 'Fjeldgrund'}
 {'Language': 'EN', 'Description': 'Fjeldgrund'}
 {'Language': 'SV', 'Description': 'Fjeldgrund'}
 {'Language': 'IT', 'Description': 'Fjeldgrund'}
 {'Language': 'ES', 'Description': 'Fjeldgrund'}
 {'Language': 'DA', 'Description': 'Fjeldgrund'}]",-3967390663681581910,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5609,"[{'Language': 'NL', 'Description': 'Grund deles med ejeren'}
 {'Language': 'NO', 'Description': 'Grund deles med ejeren'}
 {'Language': 'FR', 'Description': 'Grund deles med ejeren'}
 {'Language': 'DE', 'Description': 'Grund deles med ejeren'}
 {'Language': 'EN', 'Description': 'Grund deles med ejeren'}
 {'Language': 'SV', 'Description': 'Grund deles med ejeren'}
 {'Language': 'IT', 'Description': 'Grund deles med ejeren'}
 {'Language': 'ES', 'Description': 'Grund deles med ejeren'}
 {'Language': 'DA', 'Description': 'Grund deles med ejeren'}]",-758391772726657509,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
5610,"[{'Language': 'NL', 'Description': 'Strandgrund'}
 {'Language': 'NO', 'Description': 'Strandgrund'}
 {'Language': 'FR', 'Description': 'Strandgrund'}
 {'Language': 'DE', 'Description': 'Strandgrund'}
 {'Language': 'EN', 'Description': 'Strandgrund'}
 {'Language': 'SV', 'Description': 'Strandgrund'}
 {'Language': 'IT', 'Description': 'Strandgrund'}
 {'Language': 'ES', 'Description': 'Strandgrund'}
 {'Language': 'DA', 'Description': 'Strandgrund'}]",3622580177605235146,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6010,"[{'Language': 'NL', 'Description': 'Gecertificeerd ITS'}
 {'Language': 'NO', 'Description': 'Sertifisert SIN\t'}
 {'Language': 'FR', 'Description': 'Certifié ITS'}
 {'Language': 'DE', 'Description': 'Zertifiziert nach ISA'}
 {'Language': 'EN', 'Description': 'Certified ITS'}
 {'Language': 'SV', 'Description': 'Certifierad ITS'}
 {'Language': 'IT', 'Description': 'Certificato ITS'}
 {'Language': 'ES', 'Description': 'Certificación ITS'}
 {'Language': 'DA', 'Description': 'Certificeret SIN'}]",1460108626751652675,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6014,"[{'Language': 'NL', 'Description': 'Gecertificeerd NBAV'}
 {'Language': 'NO', 'Description': 'Sertifisert NBAV'}
 {'Language': 'FR', 'Description': 'Certifié NBAV'}
 {'Language': 'DE', 'Description': 'Zertifiziert nach NBAV'}
 {'Language': 'EN', 'Description': 'Certified NBAV'}
 {'Language': 'SV', 'Description': 'Certifierad NBAV'}
 {'Language': 'IT', 'Description': 'Certificato NBAV'}
 {'Language': 'ES', 'Description': 'Certificación NBAV'}
 {'Language': 'DA', 'Description': 'Certificeret NBAV'}]",7489229249954199961,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6020,"[{'Language': 'NL', 'Description': 'Aan hellende weg'}
 {'Language': 'NO', 'Description': 'På sti med skråning'}
 {'Language': 'FR', 'Description': 'Chemin en pente'}
 {'Language': 'DE', 'Description': 'An abschüssigem Weg'}
 {'Language': 'EN', 'Description': 'On a sloping path'}
 {'Language': 'SV', 'Description': 'På en sluttande väg'}
 {'Language': 'IT', 'Description': 'via inclinata'}
 {'Language': 'ES', 'Description': 'En una carretera ascendente'}
 {'Language': 'DA', 'Description': 'På en skrånende sti'}]",7830531643032176462,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6030,"[{'Language': 'NL', 'Description': 'Aan onverharde weg'}
 {'Language': 'NO', 'Description': 'På sti med skråning'}
 {'Language': 'FR', 'Description': 'Chemin rocailleux'}
 {'Language': 'DE', 'Description': 'An nicht befestigtem Weg'}
 {'Language': 'EN', 'Description': 'On a slopeing path'}
 {'Language': 'SV', 'Description': 'På en sluttande väg'}
 {'Language': 'IT', 'Description': 'via sterrata'}
 {'Language': 'ES', 'Description': 'En un camino pavimentado'}
 {'Language': 'DA', 'Description': 'På en skrånende sti'}]",4700029342742191302,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6040,"[{'Language': 'NL', 'Description': 'Helling of Hellend pad naar ingang'}
 {'Language': 'NO', 'Description': 'Skråning eller sti som skråner til inngangen'}
 {'Language': 'FR', 'Description': ""Pente ou chemin pentu vers l'entrée""}
 {'Language': 'DE', 'Description': 'Abhang oder abschüssiger Weg zum Eingang'}
 {'Language': 'EN', 'Description': 'Slope or a sloping path to the entry'}
 {'Language': 'SV', 'Description': 'Backe eller sluttande väg till entrén'}
 {'Language': 'IT', 'Description': ""inclinazione o pendenza all'entrata""}
 {'Language': 'ES', 'Description': 'Colina o camino ascendente hacia la entr'}
 {'Language': 'DA', 'Description': 'Skråning eller en skrånende sti til indgangen'}]",50200806789608495,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6050,"[{'Language': 'NL', 'Description': '1 of 2 treden bij ingang'}
 {'Language': 'NO', 'Description': 'Trapp ved inngangen'}
 {'Language': 'FR', 'Description': ""Quelques marches à l'entrée""}
 {'Language': 'DE', 'Description': 'Einige Stufen zum Eingang'}
 {'Language': 'EN', 'Description': 'Some stairs at the entry'}
 {'Language': 'SV', 'Description': 'Några trappsteg till entrén'}
 {'Language': 'IT', 'Description': ""gradini semplici all'entrata""}
 {'Language': 'ES', 'Description': 'Escalones en la entrada'}
 {'Language': 'DA', 'Description': 'Nogle trapper ved indgangen'}]",-999554469813219900,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6054,"[{'Language': 'NL', 'Description': '3 of meer treden bij ingang'}
 {'Language': 'NO', 'Description': '3 eller flere trinn ved inngangen'}
 {'Language': 'FR', 'Description': ""3 ou plus de marches à l'entrée""}
 {'Language': 'DE', 'Description': '3 oder mehr Stufen zum Eingang'}
 {'Language': 'EN', 'Description': '3 or more steps at the entry'}
 {'Language': 'SV', 'Description': '3 eller fler trappsteg till entrén'}
 {'Language': 'IT', 'Description': ""3 o piú gradini all'entrata""}
 {'Language': 'ES', 'Description': '3 o más escalones en la entrada'}
 {'Language': 'DA', 'Description': '3 eller flere trin ved indgangen'}]",4159294481636822171,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6060,"[{'Language': 'NL', 'Description': 'Vlonder / RS Helling bij ingang'}
 {'Language': 'NO', 'Description': 'Rampe for rullestol ved inngangen'}
 {'Language': 'FR', 'Description': ""Plancher / pente FR à l'entrée""}
 {'Language': 'DE', 'Description': 'Rollstuhlzufahrt am Eingang'}
 {'Language': 'EN', 'Description': 'Duckboard/wheelchair slope at entry'}
 {'Language': 'SV', 'Description': 'Rullstolsramp'}
 {'Language': 'IT', 'Description': ""Passerella/inclinazione RS all'entrata""}
 {'Language': 'ES', 'Description': 'Pasarela / Acceso para silla de ruedas e'}
 {'Language': 'DA', 'Description': 'Kørestols rampe'}]",2273881449951224262,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6070,"[{'Language': 'NL', 'Description': 'Ingang huis - doorgang >= 80cm'}
 {'Language': 'NO', 'Description': 'Dørbredde til bolig > = 80cm'}
 {'Language': 'FR', 'Description': 'Entrée / passage >= 80 cm'}
 {'Language': 'DE', 'Description': 'Hauseingang - Durchgang >= 80cm'}
 {'Language': 'EN', 'Description': 'House entry - passage >= 80cm'}
 {'Language': 'SV', 'Description': 'Dörröppning till bostad > = 90cm'}
 {'Language': 'IT', 'Description': 'entrata della casa-passagio >=80cm'}
 {'Language': 'ES', 'Description': 'Entrada de la casa - acceso >= 80cm'}
 {'Language': 'DA', 'Description': 'Dørbredde til bolig > = 80cm'}]",7905003016675764818,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6080,"[{'Language': 'NL', 'Description': 'Ingang huis - doorgang >= 90cm'}
 {'Language': 'NO', 'Description': 'Dørbredde til bolig > = 90cm'}
 {'Language': 'FR', 'Description': 'Entrée / passage >= 90 cm'}
 {'Language': 'DE', 'Description': 'Hauseingang - Durchgang >= 90cm'}
 {'Language': 'EN', 'Description': 'House entry-passage >= 90cm'}
 {'Language': 'SV', 'Description': 'Dörröppning till bostad > = 90cm'}
 {'Language': 'IT', 'Description': 'Entrata della casa-passagio >=90cm'}
 {'Language': 'ES', 'Description': 'Entrada de la casa - acceso >= 90cm'}
 {'Language': 'DA', 'Description': 'Dørbredde til bolig > = 90 cm'}]",-1730375784642768420,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6090,"[{'Language': 'NL', 'Description': 'Ingang huis - doorgang minder dan 80cm'}
 {'Language': 'NO', 'Description': 'Dørbredde mindre enn 80 cm'}
 {'Language': 'FR', 'Description': 'Entrée / passage inférieur à 80 cm'}
 {'Language': 'DE', 'Description': 'Hauseingang - Durchgang weniger als 80cm'}
 {'Language': 'EN', 'Description': 'House entry-passage less then 80 cm'}
 {'Language': 'SV', 'Description': 'Dörröppning till bostad mindre än 80 cm'}
 {'Language': 'IT', 'Description': 'Entrata della casa-passagio meno di 80cm'}
 {'Language': 'ES', 'Description': 'Entrada de la casa - acceso inferior a 8'}
 {'Language': 'DA', 'Description': 'Dørbredde til bolig mindre end 80 cm'}]",-2185048854759016543,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6100,"[{'Language': 'NL', 'Description': 'Tuin / terras - doorgang >= 80cm'}
 {'Language': 'NO', 'Description': 'Inngang til hage/terrasse > = 80 cm'}
 {'Language': 'FR', 'Description': 'Jardin / terrasse - passage >= 80 cm'}
 {'Language': 'DE', 'Description': 'Garten/Terrasse Durchgang>= 80cm'}
 {'Language': 'EN', 'Description': 'Garden/terrace - passage >= 80 cm'}
 {'Language': 'SV', 'Description': 'Trädgård/terrass - öppning > = 80 cm'}
 {'Language': 'IT', 'Description': 'Giardino/terrazzo-passaggio = 80 cm'}
 {'Language': 'ES', 'Description': 'Jardín / terraza - acceso >= 80cm'}
 {'Language': 'DA', 'Description': 'Indgang til have/terrasse > = 80 cm'}]",8898810599374819806,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6110,"[{'Language': 'NL', 'Description': 'Woonkamer - doorgang >= 80cm'}
 {'Language': 'NO', 'Description': 'Dørbredde stue > = 80cm'}
 {'Language': 'FR', 'Description': 'Living - passage >= 80 cm'}
 {'Language': 'DE', 'Description': 'Wohnzimmer - Durchgang >= 80cm'}
 {'Language': 'EN', 'Description': 'Living room - passage>= 80cm'}
 {'Language': 'SV', 'Description': 'Vardagsrum - öppning > = 80cm'}
 {'Language': 'IT', 'Description': 'Soggiorno-passaggio >= 80 cm'}
 {'Language': 'ES', 'Description': 'Comedor - acceso >= 80cm'}
 {'Language': 'DA', 'Description': 'Dørbredde til stue > = 80 cm'}]",-3329461403240311913,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6120,"[{'Language': 'NL', 'Description': 'Woonkamer - doorgang >= 90cm'}
 {'Language': 'NO', 'Description': 'Dørbredde stue > = 90cm'}
 {'Language': 'FR', 'Description': 'Living - passage >= 90 cm'}
 {'Language': 'DE', 'Description': 'Wohnzimmer - Durchgang >= 90cm'}
 {'Language': 'EN', 'Description': 'Living room-passage >= 90cm'}
 {'Language': 'SV', 'Description': 'Vardagsrum - öppning > = 90cm'}
 {'Language': 'IT', 'Description': 'Soggiorno-passaggio >= 90cm'}
 {'Language': 'ES', 'Description': 'Comedor - acceso >= 90cm'}
 {'Language': 'DA', 'Description': 'Dørbredde til stue > = 90 cm'}]",7197275428883972090,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6130,"[{'Language': 'NL', 'Description': 'Slaapkamer (minimaal 1) doorgang >= 80cm'}
 {'Language': 'NO', 'Description': 'Dørbredde soverværelse > = 80cm'}
 {'Language': 'FR', 'Description': 'Chambre à coucher - passage >= 80 cm'}
 {'Language': 'DE', 'Description': 'Schlafzimmer -Durchgang >= 80cm'}
 {'Language': 'EN', 'Description': 'bedroom-passage>= 80cm'}
 {'Language': 'SV', 'Description': 'sovrum - passage > = 80cm'}
 {'Language': 'IT', 'Description': 'Camero da letto-passaggio >= 80 cm'}
 {'Language': 'ES', 'Description': 'Dormitorio - acceso >= 80cm'}
 {'Language': 'DA', 'Description': 'Dørbredde til soveværelse > = 80 cm'}]",1923152113873498640,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6140,"[{'Language': 'NL', 'Description': 'Slaapkamer (minimaal 1) doorgang >= 90cm'}
 {'Language': 'NO', 'Description': 'Dørbredde soverværelse > = 90cm'}
 {'Language': 'FR', 'Description': 'Chambre à coucher - passage >= 90cm'}
 {'Language': 'DE', 'Description': 'Schlafzimmer - Durchgang >= 90cm'}
 {'Language': 'EN', 'Description': 'bedroom-passage>= 90cm'}
 {'Language': 'SV', 'Description': 'sovrum - passage > = 90cm'}
 {'Language': 'IT', 'Description': 'Camera da letto-passaggio >= 90cm'}
 {'Language': 'ES', 'Description': 'Dormitorio - acceso >= 90cm'}
 {'Language': 'DA', 'Description': 'Dørbredde til soveværelse > = 90 cm'}]",-5420847736841571653,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
6150,"[{'Language': 'NL', 'Description': 'Ruimte naast bed >= 90 cm'}
 {'Language': 'NO', 'Description': 'Plass ved siden av sengen > = 90 cm'}
 {'Language': 'FR', 'Description': 'Espace autour du lit >= 90 cm'}
 {'Language': 'DE', 'Description': 'Raum neben dem Bett >= 90 cm'}
 {'Language': 'EN', 'Description': 'Space next to bed >= 90 cm'}
 {'Language': 'SV', 'Description': 'Utrymmet bredvid sängen > = 90 cm'}
 {'Language': 'IT', 'Description': 'Spazio vicino del letto >=90 cm'}
 {'Language': 'ES', 'Description': 'Espacio al lado de la cama >= 90 cm'}
 {'Language': 'DA', 'Description': 'Plads ved siden af sengen > = 90 cm'}]",-3013961715060462472,neig-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
