HOUSE_ID,PROPERTY_COMPANY,FINANCIAL_ENTITY,BOOKING_ID,ORIGINAL_BOOKING_ID,BOOKING_BRAND,CHANNEL_LARS,CHANNEL_TYPE,CHANNEL_TYPE_GROUP,PARTNER_TYPE,PARTNER_CODE,PARTNER_NAME,PARTNER_NAME_GROUP,WEBSITE_ORIGIN,ACCOMMODATION_CODE,HOMEOWNER_ID,BOOKING_STATUS,BOOKING_STATUS_CODE,BOOKING_STATUS_DESCRIPTION,BOOK_DATE_OF_BOOKING,ARRIVAL_DATE,DEPARTURE_DATE,FIRST_INSTALLMENT_PROCESSED_DATE,CANCELLATION_DATE,CANCELLATION_BLAME,CANCELLATION_REASON,CANCELLATION_REASON_DESCRIPTION,RATE_PLAN_CODE,INPT_ACCO_KEY,CANCELLATION_POLICY,LARS_FM_TAG,FLEXIBLE_CANCELLATION,CANCELLATION_REQUEST,CANCELLATION_REQUEST_DATE,SELF_CANCELLATION_ALLOWED,CANCELLED_BY,SALES_CANCEL_COST,PROPERTY_CONTRACT_TYPE,PROPERTY_CONTRACT_TYPE_ACCOUNTING,PROPERTY_COUNTRY_CODE,PROPERTY_COUNTRY_NAME,PROPERTY_COUNTRY_GROUP,PROPERTY_REGION_CODE,PROPERTY_REGION_NAME,BOOKED_PROPERTY_NUMBER_OF_PERSONS,GUEST_ID,RENTAL_AGREEMENT_GUEST_COUNTRY,GUEST_COUNTRY,PARTY_NUMBER_OF_PERSONS,PARTY_NUMBER_OF_ADULTS,PARTY_NUMBER_OF_CHILDREN,PARTY_NUMBER_OF_BABIES,PARTY_NUMBER_OF_PETS,PROPERTY_BRAND,PROPERTY_CONTRACT_SEGMENT,PROPERTY_LOCAL_OFFICE_ID,PROPERTY_LOCAL_OFFICE_NAME,PROPERTY_STATUS,PROPERTY_CREATED_DATE,PROPERTY_CUR_ACTIVE_DATE,PROPERTY_CHURN_DATE,PROPERTY_LATITUDE,PROPERTY_LONGITUDE,PROPERTY_ACCOMMODATION_TYPE,PROPERTY_ACCO_DESCRIPTION,PROPERTY_NUMBER_OF_PERSONS,PROPERTY_BEDROOM_COUNT,PROPERTY_NUM_ROOMS,CURRENCY,PAYMENT_AT_BOOKING,REVENUE_GROSS_BOOKING_VALUE,REVENUE_SERVICE,REVENUE_CLEANING,REVENUE_BOOKING_FEE,REVENUE_CANCELLATION_INSURANCE,REVENUE_PAYMENT_CHARGES_GUEST,REVENUE_RENT,REVENUE_OTHER,REVENUE_CANCELLATION_FEE,DISCOUNT_RELATION_AND_PROMOTIONAL,DISCOUNT_LAST_MINUTE,DISCOUNT_REBOOKING,DISCOUNT_SURVEY,DISCOUNT_TOTAL_OYO,DISCOUNT_LAST_MINUTE_HOMEOWNER,DISCOUNT_REBOOKING_HOMEOWNER,DISCOUNT_TOTAL_HOMEOWNER,COST_PURCHASE_TOTAL,COST_HOMEOWNER_PAYMENT,COST_INSURANCE,COST_COMMISSION_TOTAL,COST_AFFILIATE_COMMISSION,COST_AGENT_COMMISSION,COST_OTHER,BOOKED_GBV,CANCELLED_GBV,META_SRC_LOAD_TS,META_SRC_NAME
36735,DANLAND,DC,2017-111014,,DL,,CCC,CCC,Courses,,DANLAND KBH KARREBÆKSMINDE KUR,,,36735,,BOOKING,,,2016-09-23,2017-03-18,2017-03-19,2016-09-23,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,KARREBÆKSMINDE,0.0,,,DK,0.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,80.51,,21.47,0.0,4.69,,,,0.0,,,,,,,,,,48.31,,0.0,0.0,,,80.51,0.0,2026-01-29 13:40:21.175429+00:00,AS400
27849,DANLAND,DC,2017-229504,,DL,,INDIR,Unallocated,Tour Operator,,GRANBO-TOUR 5798001115223,OTHER,,27849,,BOOKING,,,2017-05-11,2017-09-08,2017-09-10,2017-05-11,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,KLINTHOLM HAVN,0.0,,,DK,0.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,199.98,,62.98,13.45,14.26,,,,0.0,,,,,,,,,,103.37,,0.0,0.0,,,199.98,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,P,,,,37.90595,23.75367,Unknown,Holiday home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,W,,2006-01-03,2010-04-29,48.03781,-4.6663,Apartment,Apartment,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,NI,,,,41.4496,12.61973,House,Holiday home,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,L,,,,41.19802,1.62803,Unknown,Villa,10.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,DE,,2024-12-23,,37.883736,-4.773997,Unknown,Apartment,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,NI,,,,37.17734,-3.59856,Unknown,Apartment,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,P,,,,29.57467,-95.41985,Unknown,Holiday home,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,W,,2004-05-12,2015-01-03,43.708467,7.0011,Unknown,Holiday home,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DP,,2025-07-03,,45.770665,4.868336,Apartment,Apartment,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,DP,,2025-06-20,,38.189785,-83.474797,Unknown,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15410,DANLAND,DC,2017-271551,,DL,,INDIR,Unallocated,Local Offices,,DANLAND BLOKHUS,OTHER,,15410,,BOOKING,,,2017-07-17,2017-07-18,2017-07-19,2017-07-17,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,BLOKHUS,4.0,,,DK,4.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,149.37,,37.01,13.45,9.95,,,,0.0,,,,,,,,,,109.15,,11.18,11.18,,,149.37,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,P,,,,43.29057,6.60462,Unknown,Villa,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,L,,,,36.490424,-4.769704,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,L,,,,42.803415,10.76108,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,DP,,2024-02-21,,52.778634,4.691975,Apartment,Apartment,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,NI,,,,28.12357,-17.32575,Unknown,Apartment,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,D,,,,45.443713,6.976194,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-11-01,,46.155013,6.66501,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,NI,,,,41.392612,2.176169,House,Villa,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,OW,,,,41.90278,12.49637,Unknown,Apartment,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DP,,2024-10-25,,48.787192,2.226392,Apartment,Apartment,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,H,,,,,,Apartment,Apartment,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,DP,,2024-07-24,,43.439385,11.635581,Unknown,Villa,13.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,P,,,,43.50813,16.44019,Unknown,Holiday home,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-12-23,,43.080251,6.155648,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,W,,2009-01-13,2011-05-11,38.99261,1.45817,House,Mansion,10.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,DP,,2024-06-11,,54.056065,11.615431,House,Holiday home,6.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,NI,,,,40.30203,18.40364,Unknown,Villa,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,OA,,,,46.467663,7.067734,Unknown,Apartment,14.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07742,DANCENTER,DC,2018-348340,425621,AdS,,CCC,CCC,,,,,,07742,,BOOKING,,,2018-04-30,2018-09-22,2018-09-29,2018-08-11,,,,,,,,,,,,,,,FME,PRINCIPAL,DK,Denmark,,,BLÅVAND,3.0,,,DE,3.0,,,,,,,,,,,,,,,,,,,,EUR,,770.0,,95.0,0.0,33.0,,,,0.0,,,,,,,,,,651.65,,0.0,0.0,,,770.0,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,D,,2025-07-18,,37.216232,-7.409446,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,NI,,,,49.72966,5.24286,Unknown,Cottage,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,D,,2024-12-18,,46.813168,13.811278,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,DP,,2022-05-02,,42.452461,18.4359,Apartment,Apartment,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,W,,2017-01-26,2020-01-15,38.609296,20.684406,House,Villa,10.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,NI,,,,45.74682,4.72492,Unknown,Mansion,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,W,,2012-01-27,2015-12-07,42.9989,13.553017,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,L,,,,40.914805,0.797305,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,D,,2024-04-24,,43.904389,10.509058,Unknown,Villa,16.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,L,,,,41.198304,9.362823,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,W,,1997-03-18,2015-12-21,50.15746,4.8355,Park,Holiday home,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,DP,,2024-05-10,,45.343286,13.588023,Unknown,Villa,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,W,,2009-06-22,2011-05-01,47.53433,12.08258,Apartment,Apartment,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,L,,,,4.5213,-74.59371,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,P,,,,38.51138,-77.01883,Unknown,Holiday home,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,L,,,,40.515405,0.141872,Unknown,Holiday home,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36719,DANLAND,DC,2017-213291,712978,DL,,INDIR,Unallocated,Tour Operator,,PHAROS REIZEN,OTHER,,36719,,BOOKING,,,2017-04-13,2017-08-05,2017-08-07,2017-04-13,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,KARREBÆKSMINDE,4.0,,,NL,4.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,212.0,,64.0,16.0,15.0,,,,0.0,,,,,,,,,,101.75,,44.0,44.0,,,212.0,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,NI,,,,51.38101,3.4403,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,L,,,,54.65619,9.84649,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,D,,2025-07-10,,37.754529,-100.036085,Unknown,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,D,,2024-12-17,,43.613682,3.869184,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,O,,,,52.232161,-0.105134,Unknown,Apartment,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,,,45.972052,6.45248,Unknown,Apartment,9.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,NI,,,,38.78285,16.5191,Unknown,Holiday home,16.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,P,,,,42.82593,13.71537,Unknown,Holiday home,10.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,W,,2008-12-31,2010-01-01,56.052996,8.114675,House,Holiday home,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,IV,,,,40.6054,22.95662,Unknown,Cottage,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,NI,,,,52.23842,4.42899,Unknown,Villa,10.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-12-31,,49.6046,5.07436,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,L,,,,51.67124,-0.02544,Unknown,Bungalow,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,D,,,,45.026628,14.575018,Apartment,Apartment,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,DP,,2023-12-23,,53.610815,7.166262,Apartment,Apartment,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,W,,2000-12-12,2001-09-06,,,Unknown,Holiday home,7.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,DP,,2025-05-02,,31.294063,-92.479164,Unknown,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,NI,,,,50.86811,4.39081,Apartment,Apartment,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,W,,2005-03-14,2005-12-21,,,Unknown,Holiday home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,W,,2017-02-02,2017-10-30,43.518734,16.538563,Apartment,Apartment,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,CO,,,,43.761903,15.786927,Unknown,Holiday home,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,W,,2019-08-02,2022-01-01,50.85023,5.880918,Park,Holiday home,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,D,,2025-02-28,,52.073601,5.5653,House,Villa,18.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,W,,2005-11-01,2016-01-02,43.779083,11.703183,Unknown,Apartment,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,OW,,,,50.06518,6.59843,House,Holiday home,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,DP,,2025-06-12,,45.615413,-121.210484,Unknown,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,P,,,,46.171134,10.119834,House,Holiday home,8.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-11-30,,48.882299,2.358847,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,W,,2000-01-20,2009-03-25,43.378503,6.347818,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,DP,,2025-06-02,,32.836749,-97.097583,Unknown,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-12-30,,45.888611,4.097778,Unknown,Apartment,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,OW,,,,39.667982,2.849815,Unknown,Holiday home,10.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-12-30,,44.876,3.12658,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,NI,,,,43.768989,7.489116,Unknown,Villa,11.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,NI,,,,45.2574,13.62499,Unknown,Bungalow,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,D,,2024-05-06,,53.796973,9.081217,House,Holiday home,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,P,,,,40.23351,14.95714,Unknown,Holiday home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,D,,2025-07-07,,35.399568,-119.395549,Unknown,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,OW,,,,49.717952,5.169861,House,Villa,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15452,DANLAND,DC,2017-170636,,DL,,CCC,CCC,Courses,,DANLAND KBH BLOKHUS KURSUS/,,,15452,,CANCELLED,,,2017-02-10,2017-03-27,2017-03-28,2017-02-10,2017-03-11,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,BLOKHUS,0.0,,,DK,0.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,,,78.73,-78.73,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,OW,,,,51.115309,2.772014,Apartment,Apartment,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
