START_OF_PERIOD,DATE,ACCOMMODATION_ID,LATEST_ACTIVE_LIVE_STATUS,LAST_CHANGED_ACTIVE_LIVE_DATE,CONTRACTED,SELLABLE,INVENTORY_DAYS_NEXT_52WKS,OVH_B,AV_B,HO_B,NP,CLOSED,AV_B_REQ,HOUSE_DDATE,HOUSE_WDATE,REASON_CONTRACT_TERMINATION,PREVIOUS_ON_W_DATE,PREVIOUS_ON_D_FROM_NON_D_DATE,EARLIEST_ON_D_DATE,LATEST_ON_D_DATE,EARLIEST_SELLABLE_DATE,LATEST_SELLABLE_DATE,SALES_AGENT,SALES_AGENT_MANAGER,ACCOUNT_MANAGER_ID,ACCOUNT_MANAGER,COUNTRY_CODE,COUNTRY_NAME,COUNTRY_NAME_GROUPED,ACCO_STATUS_CODE,PROPERTY_CONTRACT_SEGMENT,REVENUE_MANAGEMENT_CHECK,CONTRACT_CHECK,PROPERTY_CONTRACT_TYPE,PROPERTY_CONTRACT_TYPE_OLD,CONTRACT_DEAL_TYPE,PROPERTY_CONTRACT_NAME,PROPERTY_CONTRACT_CHANNEL,PROPERTY_CONTRACT_AVAILABILITY_CLAUSES,TAKEN_OVER_FROM,PROPERTY_CONTRACT_RANK,GBV_PRED_MED,GBV_PRED_LOW,GBV_PRED_HIGH,GBV_THRESHOLD,INV_OPEN_TOTAL,INV_OPEN_BOOKED,INV_OPEN_AVAILABLE,INV_CLOSED_TOTAL,INV_CLOSED_NA,INV_CLOSED_HO_BOOKED,INV_CLOSED_NO_PRICE,INV_CLOSED_ON_REQUEST,TOTAL_INV,SNAP,SNAP_IDX,CADENCE,COMPANY,LARS_COMPANY,HOUSE_ID,GBV_BOOK_DATE_THIS_PERIOD,GBV_FIN_DATE_THIS_PERIOD,GBV_ARRIVAL_DATE_LAGGING_YEAR,GBV_ARRIVAL_DATE_LEADING_YEAR,GBV_LIFETIME,TENURE_SINCE_FIRST_LIVE_DAYS,TENURE_SINCE_FIRST_LIVE_MONTHS,TENURE_SINCE_FIRST_LIVE_GROUP,LP,FLOW_L0,FLOW_L1,FLOW_L2,FLOW_L3,CONTRACTED_BRIDGE,SELLABLE_BRIDGE
2026-01-02,2026-01-29,NL-4493-361,ACTIVE,,1,1,206.0,0.0,206.0,0.0,159.0,0.0,0.0,2025-12-29,,,,2025-12-30,2025-12-30,2025-12-30,2025-12-30,2025-12-30,deepin verma,,,,NL,Netherlands,Netherlands,D,Agency Park,NotActioned,NotActioned,Non-FME,Agency Park,FIXED_PURCHASE_PRICE,Priority rental price contract,Agency Park,303.0,,3.0,,,,,206.0,0.0,206.0,159.0,0.0,0.0,159.0,0.0,365.0,2026-01-29,124,MONTHLY,BELVILLA,PRK,NL-4493-361-01,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1-12 months,"{'START_OF_PERIOD': datetime.datetime(2025, 12, 2, 0, 0), 'DATE': datetime.datetime(2026, 1, 1, 0, 0), 'ACCOMMODATION_ID': 'NL-4493-361', 'LATEST_ACTIVE_LIVE_STATUS': 'ACTIVE', 'LAST_CHANGED_ACTIVE_LIVE_DATE': None, 'CONTRACTED': 1, 'SELLABLE': 1, 'INVENTORY_DAYS_NEXT_52WKS': 180, 'OVH_B': 0, 'AV_B': 180, 'HO_B': 0, 'NP': 184, 'CLOSED': 0, 'AV_B_REQ': 0, 'HOUSE_DDATE': datetime.datetime(2025, 12, 29, 0, 0), 'HOUSE_WDATE': None, 'REASON_CONTRACT_TERMINATION': None, 'PREVIOUS_ON_W_DATE': None, 'PREVIOUS_ON_D_FROM_NON_D_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'EARLIEST_ON_D_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'LATEST_ON_D_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'EARLIEST_SELLABLE_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'LATEST_SELLABLE_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'SALES_AGENT': 'deepin verma', 'SALES_AGENT_MANAGER': None, 'ACCOUNT_MANAGER_ID': None, 'ACCOUNT_MANAGER': None, 'COUNTRY_CODE': 'NL', 'COUNTRY_NAME': 'Netherlands', 'COUNTRY_NAME_GROUPED': 'Netherlands', 'ACCO_STATUS_CODE': 'D', 'PROPERTY_CONTRACT_SEGMENT': 'FMNE', 'REVENUE_MANAGEMENT_CHECK': 'NotActioned', 'CONTRACT_CHECK': 'NotActioned', 'PROPERTY_CONTRACT_TYPE': 'FME', 'PROPERTY_CONTRACT_TYPE_OLD': 'FME', 'CONTRACT_DEAL_TYPE': 'FIXED_PURCHASE_PRICE', 'PROPERTY_CONTRACT_NAME': 'Priority rental price contract', 'PROPERTY_CONTRACT_CHANNEL': 'Partner', 'PROPERTY_CONTRACT_AVAILABILITY_CLAUSES': '303', 'TAKEN_OVER_FROM': None, 'PROPERTY_CONTRACT_RANK': 5, 'GBV_PRED_MED': None, 'GBV_PRED_LOW': None, 'GBV_PRED_HIGH': None, 'GBV_THRESHOLD': None, 'INV_OPEN_TOTAL': 180, 'INV_OPEN_BOOKED': 0, 'INV_OPEN_AVAILABLE': 180, 'INV_CLOSED_TOTAL': 184, 'INV_CLOSED_NA': 0, 'INV_CLOSED_HO_BOOKED': 0, 'INV_CLOSED_NO_PRICE': 184, 'INV_CLOSED_ON_REQUEST': 0, 'TOTAL_INV': 364, 'SNAP': datetime.datetime(2026, 1, 1, 0, 0), 'SNAP_IDX': 123, 'CADENCE': 'MONTHLY', 'COMPANY': 'BELVILLA', 'LARS_COMPANY': 'BVAG', 'HOUSE_ID': 'NL-4493-361-01', 'GBV_BOOK_DATE_THIS_PERIOD': 0.0, 'GBV_FIN_DATE_THIS_PERIOD': 0.0, 'GBV_ARRIVAL_DATE_LAGGING_YEAR': 0.0, 'GBV_ARRIVAL_DATE_LEADING_YEAR': 0.0, 'GBV_LIFETIME': 0.0, 'TENURE_SINCE_FIRST_LIVE_DAYS': 2, 'TENURE_SINCE_FIRST_LIVE_MONTHS': 1, 'TENURE_SINCE_FIRST_LIVE_GROUP': '1-12 months'}",No Change,Upgrade/Downgrade,Downgrade,Downgrade - FME>Non-FME,1,
2026-01-02,2026-01-29,ES-17255-110,ACTIVE,,1,1,156.0,0.0,156.0,0.0,209.0,0.0,0.0,2025-12-29,,,,,2025-12-30,,,,deepin verma,,,,ES,Spain,Spain,D,Agency Park,NotActioned,NotActioned,Non-FME,Agency Park,FIXED_PURCHASE_PRICE,Priority rental price contract,Agency Park,303.0,,3.0,,,,,156.0,0.0,156.0,209.0,0.0,0.0,209.0,0.0,365.0,2026-01-29,124,MONTHLY,BELVILLA,PRK,ES-17255-110-05,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1-12 months,"{'START_OF_PERIOD': datetime.datetime(2025, 12, 2, 0, 0), 'DATE': datetime.datetime(2026, 1, 1, 0, 0), 'ACCOMMODATION_ID': 'ES-17255-110', 'LATEST_ACTIVE_LIVE_STATUS': 'ACTIVE', 'LAST_CHANGED_ACTIVE_LIVE_DATE': None, 'CONTRACTED': 1, 'SELLABLE': 1, 'INVENTORY_DAYS_NEXT_52WKS': 157, 'OVH_B': 0, 'AV_B': 157, 'HO_B': 0, 'NP': 207, 'CLOSED': 0, 'AV_B_REQ': 0, 'HOUSE_DDATE': datetime.datetime(2025, 12, 29, 0, 0), 'HOUSE_WDATE': None, 'REASON_CONTRACT_TERMINATION': None, 'PREVIOUS_ON_W_DATE': None, 'PREVIOUS_ON_D_FROM_NON_D_DATE': None, 'EARLIEST_ON_D_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'LATEST_ON_D_DATE': None, 'EARLIEST_SELLABLE_DATE': None, 'LATEST_SELLABLE_DATE': None, 'SALES_AGENT': 'deepin verma', 'SALES_AGENT_MANAGER': None, 'ACCOUNT_MANAGER_ID': None, 'ACCOUNT_MANAGER': None, 'COUNTRY_CODE': 'ES', 'COUNTRY_NAME': 'Spain', 'COUNTRY_NAME_GROUPED': 'Spain', 'ACCO_STATUS_CODE': 'D', 'PROPERTY_CONTRACT_SEGMENT': 'FMNE', 'REVENUE_MANAGEMENT_CHECK': 'NotActioned', 'CONTRACT_CHECK': 'NotActioned', 'PROPERTY_CONTRACT_TYPE': 'FME', 'PROPERTY_CONTRACT_TYPE_OLD': 'FME', 'CONTRACT_DEAL_TYPE': 'FIXED_PURCHASE_PRICE', 'PROPERTY_CONTRACT_NAME': 'Priority rental price contract', 'PROPERTY_CONTRACT_CHANNEL': 'Partner', 'PROPERTY_CONTRACT_AVAILABILITY_CLAUSES': '303', 'TAKEN_OVER_FROM': None, 'PROPERTY_CONTRACT_RANK': 5, 'GBV_PRED_MED': None, 'GBV_PRED_LOW': None, 'GBV_PRED_HIGH': None, 'GBV_THRESHOLD': None, 'INV_OPEN_TOTAL': 157, 'INV_OPEN_BOOKED': 0, 'INV_OPEN_AVAILABLE': 157, 'INV_CLOSED_TOTAL': 207, 'INV_CLOSED_NA': 0, 'INV_CLOSED_HO_BOOKED': 0, 'INV_CLOSED_NO_PRICE': 207, 'INV_CLOSED_ON_REQUEST': 0, 'TOTAL_INV': 364, 'SNAP': datetime.datetime(2026, 1, 1, 0, 0), 'SNAP_IDX': 123, 'CADENCE': 'MONTHLY', 'COMPANY': 'BELVILLA', 'LARS_COMPANY': 'BVAG', 'HOUSE_ID': 'ES-17255-110-05', 'GBV_BOOK_DATE_THIS_PERIOD': 0.0, 'GBV_FIN_DATE_THIS_PERIOD': 0.0, 'GBV_ARRIVAL_DATE_LAGGING_YEAR': 0.0, 'GBV_ARRIVAL_DATE_LEADING_YEAR': 0.0, 'GBV_LIFETIME': 0.0, 'TENURE_SINCE_FIRST_LIVE_DAYS': 2, 'TENURE_SINCE_FIRST_LIVE_MONTHS': 1, 'TENURE_SINCE_FIRST_LIVE_GROUP': '1-12 months'}",No Change,Upgrade/Downgrade,Downgrade,Downgrade - FME>Non-FME,1,
2026-01-02,2026-01-29,NL-6271-98,ACTIVE,,1,1,284.0,0.0,284.0,0.0,81.0,0.0,0.0,2025-12-29,,,,,2025-12-30,,,,deepin verma,,,,NL,Netherlands,Netherlands,D,Agency Park,NotActioned,NotActioned,Non-FME,Agency Park,FIXED_PURCHASE_PRICE,Priority rental price contract,Agency Park,303.0,,3.0,,,,,284.0,0.0,284.0,81.0,0.0,0.0,81.0,0.0,365.0,2026-01-29,124,MONTHLY,BELVILLA,PRK,NL-6271-98-04,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1-12 months,"{'START_OF_PERIOD': datetime.datetime(2025, 12, 2, 0, 0), 'DATE': datetime.datetime(2026, 1, 1, 0, 0), 'ACCOMMODATION_ID': 'NL-6271-98', 'LATEST_ACTIVE_LIVE_STATUS': 'ACTIVE', 'LAST_CHANGED_ACTIVE_LIVE_DATE': None, 'CONTRACTED': 1, 'SELLABLE': 1, 'INVENTORY_DAYS_NEXT_52WKS': 318, 'OVH_B': 0, 'AV_B': 318, 'HO_B': 0, 'NP': 46, 'CLOSED': 0, 'AV_B_REQ': 0, 'HOUSE_DDATE': datetime.datetime(2025, 12, 29, 0, 0), 'HOUSE_WDATE': None, 'REASON_CONTRACT_TERMINATION': None, 'PREVIOUS_ON_W_DATE': None, 'PREVIOUS_ON_D_FROM_NON_D_DATE': None, 'EARLIEST_ON_D_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'LATEST_ON_D_DATE': None, 'EARLIEST_SELLABLE_DATE': None, 'LATEST_SELLABLE_DATE': None, 'SALES_AGENT': 'deepin verma', 'SALES_AGENT_MANAGER': None, 'ACCOUNT_MANAGER_ID': None, 'ACCOUNT_MANAGER': None, 'COUNTRY_CODE': 'NL', 'COUNTRY_NAME': 'Netherlands', 'COUNTRY_NAME_GROUPED': 'Netherlands', 'ACCO_STATUS_CODE': 'D', 'PROPERTY_CONTRACT_SEGMENT': 'FMNE', 'REVENUE_MANAGEMENT_CHECK': 'NotActioned', 'CONTRACT_CHECK': 'NotActioned', 'PROPERTY_CONTRACT_TYPE': 'FME', 'PROPERTY_CONTRACT_TYPE_OLD': 'FME', 'CONTRACT_DEAL_TYPE': 'FIXED_PURCHASE_PRICE', 'PROPERTY_CONTRACT_NAME': 'Priority rental price contract', 'PROPERTY_CONTRACT_CHANNEL': 'Partner', 'PROPERTY_CONTRACT_AVAILABILITY_CLAUSES': '303', 'TAKEN_OVER_FROM': None, 'PROPERTY_CONTRACT_RANK': 5, 'GBV_PRED_MED': None, 'GBV_PRED_LOW': None, 'GBV_PRED_HIGH': None, 'GBV_THRESHOLD': None, 'INV_OPEN_TOTAL': 318, 'INV_OPEN_BOOKED': 0, 'INV_OPEN_AVAILABLE': 318, 'INV_CLOSED_TOTAL': 46, 'INV_CLOSED_NA': 0, 'INV_CLOSED_HO_BOOKED': 0, 'INV_CLOSED_NO_PRICE': 46, 'INV_CLOSED_ON_REQUEST': 0, 'TOTAL_INV': 364, 'SNAP': datetime.datetime(2026, 1, 1, 0, 0), 'SNAP_IDX': 123, 'CADENCE': 'MONTHLY', 'COMPANY': 'BELVILLA', 'LARS_COMPANY': 'BVAG', 'HOUSE_ID': 'NL-6271-98-04', 'GBV_BOOK_DATE_THIS_PERIOD': 0.0, 'GBV_FIN_DATE_THIS_PERIOD': 0.0, 'GBV_ARRIVAL_DATE_LAGGING_YEAR': 0.0, 'GBV_ARRIVAL_DATE_LEADING_YEAR': 0.0, 'GBV_LIFETIME': 0.0, 'TENURE_SINCE_FIRST_LIVE_DAYS': 2, 'TENURE_SINCE_FIRST_LIVE_MONTHS': 1, 'TENURE_SINCE_FIRST_LIVE_GROUP': '1-12 months'}",No Change,Upgrade/Downgrade,Downgrade,Downgrade - FME>Non-FME,1,
2026-01-02,2026-01-29,CW-00004-64,ACTIVE,,1,1,294.0,0.0,294.0,0.0,71.0,0.0,0.0,2025-12-29,,,,2025-12-30,2025-12-30,2025-12-30,2025-12-30,2025-12-30,deepin verma,,,,CW,Curacao,Other,D,Agency Park,NotActioned,NotActioned,Non-FME,Agency Park,FIXED_PURCHASE_PRICE,Priority rental price contract,Agency Park,303.0,,3.0,,,,,294.0,0.0,294.0,71.0,0.0,0.0,71.0,0.0,365.0,2026-01-29,124,MONTHLY,BELVILLA,PRK,CW-00004-64-01,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1-12 months,"{'START_OF_PERIOD': datetime.datetime(2025, 12, 2, 0, 0), 'DATE': datetime.datetime(2026, 1, 1, 0, 0), 'ACCOMMODATION_ID': 'CW-00004-64', 'LATEST_ACTIVE_LIVE_STATUS': 'ACTIVE', 'LAST_CHANGED_ACTIVE_LIVE_DATE': None, 'CONTRACTED': 1, 'SELLABLE': 1, 'INVENTORY_DAYS_NEXT_52WKS': 300, 'OVH_B': 0, 'AV_B': 300, 'HO_B': 0, 'NP': 64, 'CLOSED': 0, 'AV_B_REQ': 0, 'HOUSE_DDATE': datetime.datetime(2025, 12, 29, 0, 0), 'HOUSE_WDATE': None, 'REASON_CONTRACT_TERMINATION': None, 'PREVIOUS_ON_W_DATE': None, 'PREVIOUS_ON_D_FROM_NON_D_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'EARLIEST_ON_D_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'LATEST_ON_D_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'EARLIEST_SELLABLE_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'LATEST_SELLABLE_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'SALES_AGENT': 'deepin verma', 'SALES_AGENT_MANAGER': None, 'ACCOUNT_MANAGER_ID': None, 'ACCOUNT_MANAGER': None, 'COUNTRY_CODE': 'CW', 'COUNTRY_NAME': 'Curacao', 'COUNTRY_NAME_GROUPED': 'Other', 'ACCO_STATUS_CODE': 'D', 'PROPERTY_CONTRACT_SEGMENT': 'FMNE', 'REVENUE_MANAGEMENT_CHECK': 'NotActioned', 'CONTRACT_CHECK': 'NotActioned', 'PROPERTY_CONTRACT_TYPE': 'FME', 'PROPERTY_CONTRACT_TYPE_OLD': 'FME', 'CONTRACT_DEAL_TYPE': 'FIXED_PURCHASE_PRICE', 'PROPERTY_CONTRACT_NAME': 'Priority rental price contract', 'PROPERTY_CONTRACT_CHANNEL': 'Partner', 'PROPERTY_CONTRACT_AVAILABILITY_CLAUSES': '303', 'TAKEN_OVER_FROM': None, 'PROPERTY_CONTRACT_RANK': 5, 'GBV_PRED_MED': None, 'GBV_PRED_LOW': None, 'GBV_PRED_HIGH': None, 'GBV_THRESHOLD': None, 'INV_OPEN_TOTAL': 300, 'INV_OPEN_BOOKED': 0, 'INV_OPEN_AVAILABLE': 300, 'INV_CLOSED_TOTAL': 64, 'INV_CLOSED_NA': 0, 'INV_CLOSED_HO_BOOKED': 0, 'INV_CLOSED_NO_PRICE': 64, 'INV_CLOSED_ON_REQUEST': 0, 'TOTAL_INV': 364, 'SNAP': datetime.datetime(2026, 1, 1, 0, 0), 'SNAP_IDX': 123, 'CADENCE': 'MONTHLY', 'COMPANY': 'BELVILLA', 'LARS_COMPANY': 'BVAG', 'HOUSE_ID': 'CW-00004-64-01', 'GBV_BOOK_DATE_THIS_PERIOD': 0.0, 'GBV_FIN_DATE_THIS_PERIOD': 0.0, 'GBV_ARRIVAL_DATE_LAGGING_YEAR': 0.0, 'GBV_ARRIVAL_DATE_LEADING_YEAR': 0.0, 'GBV_LIFETIME': 0.0, 'TENURE_SINCE_FIRST_LIVE_DAYS': 2, 'TENURE_SINCE_FIRST_LIVE_MONTHS': 1, 'TENURE_SINCE_FIRST_LIVE_GROUP': '1-12 months'}",No Change,Upgrade/Downgrade,Downgrade,Downgrade - FME>Non-FME,1,
2026-01-02,2026-01-29,LU-9161-04,ACTIVE,,1,1,154.0,0.0,154.0,0.0,211.0,0.0,0.0,2025-12-29,,,,,2025-12-30,,,,deepin verma,,,,LU,Luxembourg,Other,D,Agency Park,NotActioned,NotActioned,Non-FME,Agency Park,FIXED_PURCHASE_PRICE,Priority rental price contract,Agency Park,303.0,,3.0,,,,,154.0,0.0,154.0,211.0,0.0,0.0,211.0,0.0,365.0,2026-01-29,124,MONTHLY,BELVILLA,PRK,LU-9161-04-01,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1-12 months,"{'START_OF_PERIOD': datetime.datetime(2025, 12, 2, 0, 0), 'DATE': datetime.datetime(2026, 1, 1, 0, 0), 'ACCOMMODATION_ID': 'LU-9161-04', 'LATEST_ACTIVE_LIVE_STATUS': 'ACTIVE', 'LAST_CHANGED_ACTIVE_LIVE_DATE': None, 'CONTRACTED': 1, 'SELLABLE': 1, 'INVENTORY_DAYS_NEXT_52WKS': 158, 'OVH_B': 0, 'AV_B': 158, 'HO_B': 0, 'NP': 206, 'CLOSED': 0, 'AV_B_REQ': 0, 'HOUSE_DDATE': datetime.datetime(2025, 12, 29, 0, 0), 'HOUSE_WDATE': None, 'REASON_CONTRACT_TERMINATION': None, 'PREVIOUS_ON_W_DATE': None, 'PREVIOUS_ON_D_FROM_NON_D_DATE': None, 'EARLIEST_ON_D_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'LATEST_ON_D_DATE': None, 'EARLIEST_SELLABLE_DATE': None, 'LATEST_SELLABLE_DATE': None, 'SALES_AGENT': 'deepin verma', 'SALES_AGENT_MANAGER': None, 'ACCOUNT_MANAGER_ID': None, 'ACCOUNT_MANAGER': None, 'COUNTRY_CODE': 'LU', 'COUNTRY_NAME': 'Luxembourg', 'COUNTRY_NAME_GROUPED': 'Other', 'ACCO_STATUS_CODE': 'D', 'PROPERTY_CONTRACT_SEGMENT': 'FMNE', 'REVENUE_MANAGEMENT_CHECK': 'NotActioned', 'CONTRACT_CHECK': 'NotActioned', 'PROPERTY_CONTRACT_TYPE': 'FME', 'PROPERTY_CONTRACT_TYPE_OLD': 'FME', 'CONTRACT_DEAL_TYPE': 'FIXED_PURCHASE_PRICE', 'PROPERTY_CONTRACT_NAME': 'Priority rental price contract', 'PROPERTY_CONTRACT_CHANNEL': 'Partner', 'PROPERTY_CONTRACT_AVAILABILITY_CLAUSES': '303', 'TAKEN_OVER_FROM': None, 'PROPERTY_CONTRACT_RANK': 5, 'GBV_PRED_MED': None, 'GBV_PRED_LOW': None, 'GBV_PRED_HIGH': None, 'GBV_THRESHOLD': None, 'INV_OPEN_TOTAL': 158, 'INV_OPEN_BOOKED': 0, 'INV_OPEN_AVAILABLE': 158, 'INV_CLOSED_TOTAL': 206, 'INV_CLOSED_NA': 0, 'INV_CLOSED_HO_BOOKED': 0, 'INV_CLOSED_NO_PRICE': 206, 'INV_CLOSED_ON_REQUEST': 0, 'TOTAL_INV': 364, 'SNAP': datetime.datetime(2026, 1, 1, 0, 0), 'SNAP_IDX': 123, 'CADENCE': 'MONTHLY', 'COMPANY': 'BELVILLA', 'LARS_COMPANY': 'BVAG', 'HOUSE_ID': 'LU-9161-04-01', 'GBV_BOOK_DATE_THIS_PERIOD': 0.0, 'GBV_FIN_DATE_THIS_PERIOD': 0.0, 'GBV_ARRIVAL_DATE_LAGGING_YEAR': 0.0, 'GBV_ARRIVAL_DATE_LEADING_YEAR': 0.0, 'GBV_LIFETIME': 0.0, 'TENURE_SINCE_FIRST_LIVE_DAYS': 2, 'TENURE_SINCE_FIRST_LIVE_MONTHS': 1, 'TENURE_SINCE_FIRST_LIVE_GROUP': '1-12 months'}",No Change,Upgrade/Downgrade,Downgrade,Downgrade - FME>Non-FME,1,
2026-01-02,2026-01-29,NL-5087-44,ACTIVE,,1,1,185.0,0.0,185.0,0.0,180.0,0.0,0.0,2025-12-29,,,,2025-12-30,2025-12-30,2025-12-30,2025-12-30,2025-12-30,deepin verma,,,,NL,Netherlands,Netherlands,D,Agency Park,NotActioned,NotActioned,Non-FME,Agency Park,FIXED_PURCHASE_PRICE,Priority rental price contract,Agency Park,303.0,,3.0,,,,,185.0,0.0,185.0,180.0,0.0,0.0,180.0,0.0,365.0,2026-01-29,124,MONTHLY,BELVILLA,PRK,NL-5087-44-01,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1-12 months,"{'START_OF_PERIOD': datetime.datetime(2025, 12, 2, 0, 0), 'DATE': datetime.datetime(2026, 1, 1, 0, 0), 'ACCOMMODATION_ID': 'NL-5087-44', 'LATEST_ACTIVE_LIVE_STATUS': 'ACTIVE', 'LAST_CHANGED_ACTIVE_LIVE_DATE': None, 'CONTRACTED': 1, 'SELLABLE': 1, 'INVENTORY_DAYS_NEXT_52WKS': 184, 'OVH_B': 0, 'AV_B': 184, 'HO_B': 0, 'NP': 180, 'CLOSED': 0, 'AV_B_REQ': 0, 'HOUSE_DDATE': datetime.datetime(2025, 12, 29, 0, 0), 'HOUSE_WDATE': None, 'REASON_CONTRACT_TERMINATION': None, 'PREVIOUS_ON_W_DATE': None, 'PREVIOUS_ON_D_FROM_NON_D_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'EARLIEST_ON_D_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'LATEST_ON_D_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'EARLIEST_SELLABLE_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'LATEST_SELLABLE_DATE': datetime.datetime(2025, 12, 30, 0, 0), 'SALES_AGENT': 'deepin verma', 'SALES_AGENT_MANAGER': None, 'ACCOUNT_MANAGER_ID': None, 'ACCOUNT_MANAGER': None, 'COUNTRY_CODE': 'NL', 'COUNTRY_NAME': 'Netherlands', 'COUNTRY_NAME_GROUPED': 'Netherlands', 'ACCO_STATUS_CODE': 'D', 'PROPERTY_CONTRACT_SEGMENT': 'FMNE', 'REVENUE_MANAGEMENT_CHECK': 'NotActioned', 'CONTRACT_CHECK': 'NotActioned', 'PROPERTY_CONTRACT_TYPE': 'FME', 'PROPERTY_CONTRACT_TYPE_OLD': 'FME', 'CONTRACT_DEAL_TYPE': 'FIXED_PURCHASE_PRICE', 'PROPERTY_CONTRACT_NAME': 'Priority rental price contract', 'PROPERTY_CONTRACT_CHANNEL': 'Partner', 'PROPERTY_CONTRACT_AVAILABILITY_CLAUSES': '303', 'TAKEN_OVER_FROM': None, 'PROPERTY_CONTRACT_RANK': 5, 'GBV_PRED_MED': None, 'GBV_PRED_LOW': None, 'GBV_PRED_HIGH': None, 'GBV_THRESHOLD': None, 'INV_OPEN_TOTAL': 184, 'INV_OPEN_BOOKED': 0, 'INV_OPEN_AVAILABLE': 184, 'INV_CLOSED_TOTAL': 180, 'INV_CLOSED_NA': 0, 'INV_CLOSED_HO_BOOKED': 0, 'INV_CLOSED_NO_PRICE': 180, 'INV_CLOSED_ON_REQUEST': 0, 'TOTAL_INV': 364, 'SNAP': datetime.datetime(2026, 1, 1, 0, 0), 'SNAP_IDX': 123, 'CADENCE': 'MONTHLY', 'COMPANY': 'BELVILLA', 'LARS_COMPANY': 'BVAG', 'HOUSE_ID': 'NL-5087-44-01', 'GBV_BOOK_DATE_THIS_PERIOD': 0.0, 'GBV_FIN_DATE_THIS_PERIOD': 0.0, 'GBV_ARRIVAL_DATE_LAGGING_YEAR': 0.0, 'GBV_ARRIVAL_DATE_LEADING_YEAR': 0.0, 'GBV_LIFETIME': 0.0, 'TENURE_SINCE_FIRST_LIVE_DAYS': 2, 'TENURE_SINCE_FIRST_LIVE_MONTHS': 1, 'TENURE_SINCE_FIRST_LIVE_GROUP': '1-12 months'}",No Change,Upgrade/Downgrade,Downgrade,Downgrade - FME>Non-FME,1,
