ACCOMMODATION_CODE,ACCOMMODATION_NAME,ACCOMMODATION_TYPE,ACCOMMODATION_TYPE_NEW,ACCOMMODATION_STATUS_CODE,ACCOMMODATION_CHANNEL,ACCOMMODATION_COUNTRY,ACCOMMODATION_REGION,ACCOMMODATION_CITY,ACCOMMODATION_ZIPCODE,ACCOMMODATION_LATITUDE,ACCOMMODATION_LONGITUDE,ACCOMMODATION_NUMBER_OF_PERSONS,ACCOMMODATION_NUMBER_OF_PETS,ACCOMMODATION_SIZE,CONTRACT_TYPE,CONTRACT_DATE,PLANNING_CODES,BOOKINGCOM_ID,AIRBNB_ID,HOMEAWAY_ID,EXPEDIA_ID,ACCOMMODATION_REVIEW_SCORE,OWNER_ID,OWNER_TYPE,OWNER_COMPANY_NAME,HOMEOWNER_CREATION_DATE,OWNER_LANGUAGE_CODE,OWNER_COUNTRY_CODE,OWNER_CITY,OWNER_ZIPCODE,OWNER_WEBSITE
DOS09054-SYA,"1-Raum-App Typ Ueckerkopf-Hafenblick 20 qm-1-Raum-App. Typ Ueckerkopf-Hafenblick, 20 qm",Apartment,Apartment,W,,Germany,Mecklenburg Western Pomerania,Ueckermünde,17373,53.74802,14.06539,2,0,20.0,Net,,DOS09054-SYA-01 - DOS09054-SYA-02 - DOS09054-SYA-03 - DOS09054-SYA-04 - DOS09054-SYA-05 - DOS09054-SYA-06 - DOS09054-SYA-07 - DOS09054-SYA-08 - DOS09054-SYA-09 - DOS09054-SYA-10 - DOS09054-SYA-11 - DOS09054-SYA-12 - DOS09054-SYA-13 - DOS09054-SYA-14 - DOS09054-SYA-15 - DOS09054-SYA-16 - DOS09054-SYA-17 - DOS09054-SYA-18 - DOS09054-SYA-19 - DOS09054-SYA-20 - DOS09054-SYA-21 - DOS09054-SYA-22 - DOS09054-SYA-23 - DOS09054-SYA-24 - DOS09054-SYA-25 - DOS09054-SYA-26 - DOS09054-SYA-27 - DOS09054-SYA-28 - DOS09054-SYA-29 - DOS09054-SYA-30 - DOS09054-SYA-31 - DOS09054-SYA-32 - DOS09054-SYA-33 - DOS09054-SYA-34 - DOS09054-SYA-35 - DOS09054-SYA-36 - DOS09054-SYA-37 - DOS09054-SYA-38 - DOS09054-SYA-39 - DOS09054-SYA-40 - DOS09054-SYA-41 - DOS09054-SYA-42 - DOS09054-SYA-43 - DOS09054-SYA-44 - DOS09054-SYA-45 - DOS09054-SYA-46 - DOS09054-SYA-47 - DOS09054-SYA-48 - DOS09054-SYA-49 - DOS09054-SYA-50 - DOS09054-SYA-51 - DOS09054-SYA-52 - DOS09054-SYA-53 - DOS09054-SYA-54 - DOS09054-SYA-55 - DOS09054-SYA-56 - DOS09054-SYA-57 - DOS09054-SYA-58 - DOS09054-SYA-59 - DOS09054-SYA-60 - DOS09054-SYA-61 - DOS09054-SYA-62 - DOS09054-SYA-63 - DOS09054-SYA-64 - DOS09054-SYA-65 - DOS09054-SYA-66 - DOS09054-SYA-67 - DOS09054-SYA-68 - DOS09054-SYA-69 - DOS09054-SYA-70 - DOS09054-SYA-71 - DOS09054-SYA-72 - DOS09054-SYA-73 - DOS09054-SYA-74 - DOS09054-SYA-75 - DOS09054-SYA-76 - DOS09054-SYA-77 - DOS09054-SYA-78 - DOS09054-SYA-79 - DOS09054-SYA-80 - DOS09054-SYA-81 - DOS09054-SYA-82 - DOS09054-SYA-83 - DOS09054-SYA-84 - DOS09054-SYA-85 - DOS09054-SYA-86 - DOS09054-SYA-87 - DOS09054-SYA-88 - DOS09054-SYA-89 - DOS09054-SYA-90 - DOS09054-SYA-91 - DOS09054-SYA-92 - DOS09054-SYA-93 - DOS09054-SYA-94 - DOS09054-SYA-95 - DOS09054-SYA-96 - DOS09054-SYA-97 - DOS09054-SYA-98 - DOS09054-SYA-99,"4716063,471606302,14013179",,2964090.0,,8.9,1045165,,,2021-09-24,DE,DE,Ueckermünde,17373,
DOS09056-F,,Holiday home,Holiday home,W,,Germany,,Freest,17440,27.805326,-82.726074,2,0,80.0,Net,,DOS09056-F-01,,,2964097.0,,,55,Local Office,,,DE,DE,,,
DOS09057-CYA,,Holiday home,Holiday home,W,,Germany,,Freest,17440,27.805326,-82.726074,2,0,80.0,Net,,DOS09057-CYA-01,,,,,,55,Local Office,,,DE,DE,,,
DOS09057-CYB,,Holiday home,Holiday home,W,,Germany,,Freest,17440,27.805326,-82.726074,2,0,80.0,Net,,DOS09057-CYB-01,,,,,,55,Local Office,,,DE,DE,,,
DOS09061-F,,Holiday home,Holiday home,W,,Germany,,Negast,18442,54.252124,13.029685,2,0,80.0,Net,,DOS09061-F-01,,,,,,55,Local Office,,,DE,DE,,,
DOS09062-F,Ferienhaus Landmesser,Holiday home,Holiday home,W,,Germany,Mecklenburg Western Pomerania,Greifswald-Ladebow,17493,54.10135,13.436999,9,0,205.0,Net,,DOS09062-F-01,"4467834,446783402,13512160",,2964103.0,,9.0,1046019,Private Homeowner,,2021-09-24,DE,DE,Greifswald,17493,www.landmesser.info
DOS09063-LYA,DHH mit 70 qm Typ 1,Holiday home,Holiday home,W,,Germany,Mecklenburg Western Pomerania,Bellin,17373,53.737328,14.110751,4,0,70.0,Net,2022-11-25,DOS09063-LYA-01,"4716069,471606902,14013187",,2964106.0,,9.0,1045459,,,2021-09-24,DE,DE,Bellin,17373,
DOS09063-LYB,,Holiday home,Holiday home,W,,Germany,,Bellin,17373,44.502182,-88.011694,2,0,80.0,Net,,DOS09063-LYB-01,,,2964114.0,,,55,Local Office,,,DE,DE,,,
DOS09063-LYC,DHH mit 120 qm Typ 2 1-6 Personen,Holiday home,Holiday home,W,AH,Germany,Mecklenburg Western Pomerania,Bellin,17373,53.737328,14.110751,6,0,120.0,Net,2022-11-25,DOS09063-LYC-01,"4716069,471606904,36963387",,2964120.0,,9.3,1045459,,,2021-09-24,DE,DE,Bellin,17373,
DOS09063-LYD,DHH mit 120 qm Typ 2 7-8 Personen,Holiday home,Holiday home,W,AH,Germany,Mecklenburg Western Pomerania,Bellin,17373,53.737328,14.110751,8,0,120.0,Net,2022-11-25,DOS09063-LYC-01,"4716069,471606903,36963383",,2964127.0,,8.5,1045459,,,2021-09-24,DE,DE,Bellin,17373,
DOS09064-FYB,,Holiday home,Holiday home,W,,Germany,,Ducherow,0,53.764077,13.785393,2,0,80.0,Net,,DOS09064-FYB-01,,,,,,55,Local Office,,,DE,DE,,,
DOS09064-LYA,,Holiday home,Holiday home,W,,Germany,,Ducherow,0,53.764077,13.785393,2,0,80.0,Net,,DOS09064-LYA-01,,,,,,55,Local Office,,,DE,DE,,,
DOS09065-F,Ferienhaus Vokrap-Ferienhaus Vokrap,Holiday home,Holiday home,W,,Germany,Mecklenburg Western Pomerania,Boldekow-Rubenow,17392,53.731183,13.548284,6,0,120.0,Net,,DOS09065-F-01,"4468171,446817102,13512161",,2964133.0,,8.8,1045480,Private Homeowner,,2021-09-24,DE,DE,Appel,21279,
DOS09066-F,,Holiday home,Holiday home,W,,Germany,,Bellin,17373,44.502182,-88.011694,2,0,80.0,Net,,DOS09066-F-01,,,,,,55,Local Office,,,DE,DE,,,
DOS09070-F,Haus Haffschein,Holiday home,Holiday home,DP,,Germany,Mecklenburg Western Pomerania,Mönkebude,17375,53.771973,13.967755,4,0,65.0,Gross,2023-07-03,DOS09070-F-01,"7822957,782295702,24093507","48112487,1842854",2964138.0,,8.6,1045652,Private Homeowner,,2021-09-24,DE,DE,Mönkebude,17375,
DOS09071-P,FW Zur alten Ziegelei,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Vogelsang-Warsin,17375,53.721944,14.156897,2,1,45.0,Net,2024-06-26,DOS09071-P-01,,"1218846697090080512,1218846697090080512",2964144.0,,8.5,1045653,Private Homeowner,,2021-09-24,DE,DE,Vogelsang-Warsin,17375,
DOS09072-CYA,Wiesenschein 45 qm,Apartment,Apartment,DP,,Germany,Mecklenburg Western Pomerania,Mönkebude,17375,53.771973,13.967755,4,0,45.0,Gross,2023-07-03,DOS09072-CYA-01,,"48112493,1842856",5372241.0,,8.7,1045652,Private Homeowner,,2021-09-24,DE,DE,Mönkebude,17375,
DOS09073-P,,Holiday home,Holiday home,W,,Germany,,Wolgast,17438,54.049602,13.766559,2,0,80.0,Net,,DOS09073-P-01,,,,,,55,Local Office,,,DE,DE,,,
DOS09075-LYA,,Holiday home,Holiday home,W,,Germany,,Lubmin,17509,54.134565,13.617597,2,0,80.0,Net,,DOS09075-LYA-01,,,2964156.0,,,55,Local Office,,,DE,DE,,,
DOS09076-F,Ferienhaus Seeblick,Holiday home,Holiday home,D,,Germany,Mecklenburg Western Pomerania,Zemitz,17440,53.994438,13.738592,4,0,50.0,Net,2024-06-27,DOS09076-F-01,,"48112497,1842857",5307036.0,,8.6,1046086,Private Homeowner,,2021-09-24,DE,DE,Zemitz,17440,
DOS09077-P,App Alte Schmiede,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Zemitz,17440,53.994438,13.738592,6,0,80.0,Net,2024-07-08,DOS09077-P-01,,"1471068468535074738,1471068468535074738",2964164.0,,8.5,1047994,Private Homeowner,,2021-09-24,DE,DE,Zemitz,17440,
DOS09079-F,,Holiday home,Holiday home,W,,Germany,,Wusterhusen,0,54.115249,13.616986,2,0,80.0,Net,,DOS09079-F-01,,,,,,55,Local Office,,,DE,DE,,,
DOS09080-F,,Holiday home,Holiday home,W,,Germany,,Hintersee,0,47.606508,12.853712,2,0,80.0,Net,,DOS09080-F-01,,,,,,55,Local Office,,,DE,DE,,,
DOS09081-F,,Holiday home,Holiday home,W,,Germany,,Bellin,17373,44.502182,-88.011694,2,0,80.0,Net,,DOS09081-F-01,,,,,,55,Local Office,,,DE,DE,,,
DOS09082-P,Appartement,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Zemitz,17440,53.994438,13.738592,2,0,45.0,Net,2024-07-08,DOS09082-P-01,,"48112502,1842859",2964171.0,,8.6,1046086,Private Homeowner,,2021-09-24,DE,DE,Zemitz,17440,
DOS091001-P,Am Wald,Apartment,Apartment,W,,Germany,Mecklenburg Western Pomerania,Negast,18442,54.24709,13.015924,4,0,70.0,Gross,,DOS091001-P-01,"4894390,489439002,14306374",,2964175.0,,8.0,1047862,Private Homeowner,,2021-09-24,DE,DE,Negast,18442,
DOS091002-L,Doppelhaushälfte links,Holiday home,Holiday home,D,,Germany,Mecklenburg Western Pomerania,Lubmin,17509,54.13229,13.616488,3,0,40.0,Net,2024-06-27,DOS091002-L-01,,"48112506,1842861",5504446.0,,8.8,1045270,Private Homeowner,,2021-09-24,DE,DE,Lubmin,17509,
DOS091003-L,Doppelhaushälfte rechts,Holiday home,Holiday home,D,,Germany,Mecklenburg Western Pomerania,Lubmin,17509,54.13229,13.616488,3,0,40.0,Net,2024-06-27,DOS091003-L-01,,"48112508,1842862",5306448.0,,8.5,1045270,Private Homeowner,,2021-09-24,DE,DE,Lubmin,17509,
DOS091004-P,Studio 40 qm,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Zemitz,17440,53.994438,13.738592,2,0,40.0,Net,2024-07-08,DOS091004-P-01,,"1421120582337831965,1421120582337831965",2964189.0,,8.4,1047994,Private Homeowner,,2021-09-24,DE,DE,Zemitz,17440,
DOS10001-CYA,Post Hiddensee-Wohnung 18,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Vitte,18565,54.565279,13.107559,4,1,65.0,Gross,2024-06-16,DOS10001-CYA-01,,"1471068554622873304,1471068554622873304",2964193.0,,8.7,1045511,,,2021-09-24,DE,DE,Vitte,18565,www.gutshaus-zicker.de
DOS10001-CYB,Post Hiddensee -Wohnung 2,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Vitte,18565,54.565279,13.107559,4,1,65.0,Gross,2024-06-16,DOS10001-CYB-01,,"1471039858574450819,1471039858574450819",5306849.0,,8.5,1045511,,,2021-09-24,DE,DE,Vitte,18565,www.gutshaus-zicker.de
DOS11001-DYA,"Holiday flats Landpension Malcha, Mohrkirch-3-Raum-App., 57 qm, 4 Pers.",Apartment,Apartment,W,,Germany,Baltic Sea Region,Mohrkirch,24405,54.6848,9.7386,4,0,57.0,Gross,,DOS11001-DYA-01,"4716076,471607602,14013200",,2964200.0,,8.8,1044798,,,2021-09-24,DE,DE,Mohrkirch,24405,
DOS11010-F,,Holiday home,Holiday home,W,,Germany,,Huenning,24887,54.571142,9.327319,2,0,80.0,Net,,DOS11010-F-01,,,,,,55,Local Office,,,DE,DE,,,
DOS11012-O,,Holiday home,Holiday home,W,,Germany,,Mohrkirch,24405,54.669679,9.703391,2,0,80.0,Net,,DOS11012-O-01,,,,,,55,Local Office,,,DE,DE,,,
DOS11012-OYA,"holiday home, Mohrkirch-Ferienhaus Hof Mohrkirch, 1-2 Personen-Ferienhaus Hof Mohrkirch, 1-2 Personen",Villa,Villa,W,,Germany,Mecklenburg Western Pomerania,Mohrkirch,24405,54.6833,9.7233,2,0,158.0,Exclusive revenue management flexibility (FME),,DOS11012-OYA-01,"4721869,472186902,14017713",,2964204.0,,9.0,1050118,,,2021-09-24,DE,DE,Mohrkirch,24405,
DOS11012-OYB,"holiday home, Mohrkirch-Ferienhaus Hof Mohrkirch, 3-4 Personen-Ferienhaus Hof Mohrkirch, 3-4 Personen",Villa,Villa,DP,,Germany,Mecklenburg Western Pomerania,Mohrkirch,24405,54.6833,9.7233,4,0,158.0,Exclusive revenue management flexibility (FME),,DOS11012-OYA-01,"4721867,472186702,14017714",,2964209.0,,9.0,1050118,,,2021-09-24,DE,DE,Mohrkirch,24405,
DOS11013-F,"""An der Treene""",Holiday home,Holiday home,D,,Germany,Baltic Sea Region,Huenning,24887,54.572168,9.32741,4,0,62.0,Gross,2024-05-02,DOS11013-F-01,,"1420274444201295512,1420274444201295512",5306971.0,,8.5,1046686,Private Homeowner,,2021-09-24,DE,DE,Silberstedt,24887,
DOS111001-CYC,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111001-CYC-01,,,,,,55,Local Office,,,DE,DE,,,
DOS111001-DYA,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111001-DYA-01,,,,,,55,Local Office,,,DE,DE,,,
DOS111001-DYB,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111001-DYB-01,,,,,,55,Local Office,,,DE,DE,,,
DOS111001-DYD,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111001-DYD-01,,,,,,55,Local Office,,,DE,DE,,,
DOS111002-F,Ferienhaus in Hünning,Holiday home,Holiday home,D,,Germany,Baltic Sea Region,Huenning,24887,54.571239,9.326901,6,1,60.0,Gross,2024-05-02,DOS111002-F-01,,"48112528,1842868",2964217.0,,8.4,1047359,Private Homeowner,,2021-09-24,DE,DE,Altenholz,24161,
DOS111003-CYC,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111003-CYC-01,,,,,,55,Local Office,,,DE,DE,,,
DOS111003-DYA,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111003-DYA-01,,,,,,55,Local Office,,,DE,DE,,,
DOS111003-DYB,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111003-DYB-01,,,,,,55,Local Office,,,DE,DE,,,
DOS111003-DYD,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111003-DYD-01,,,,,,55,Local Office,,,DE,DE,,,
DOS111003-P,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111003-P-01,,,2964221.0,,,55,Local Office,,,DE,DE,,,
DOS111004-P,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111004-P-01,,,2964228.0,,,55,Local Office,,,DE,DE,,,
DOS111005-P,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111005-P-01,,,2964235.0,,,55,Local Office,,,DE,DE,,,
DOS111006-P,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111006-P-01,,,2964240.0,,,55,Local Office,,,DE,DE,,,
DOS111007-P,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111007-P-01,,,2964244.0,,,55,Local Office,,,DE,DE,,,
DOS111008-P,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111008-P-01,,,2964250.0,,,55,Local Office,,,DE,DE,,,
DOS111009-P,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111009-P-01,,,2964256.0,,,55,Local Office,,,DE,DE,,,
DOS111010-P,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111010-P-01,,,2964263.0,,,55,Local Office,,,DE,DE,,,
DOS111011-F,,Holiday home,Holiday home,W,,Germany,,Gulde,0,32.298757,-89.863412,2,0,80.0,Net,,DOS111011-F-01,,,2964268.0,,,55,Local Office,,,DE,DE,,,
DOS12003-SYA,,Holiday home,Holiday home,W,,Germany,,Harrislee,0,54.800765,9.386798,2,0,80.0,Net,,DOS12003-SYA-01,,,,,,55,Local Office,,,DE,DE,,,
DOS12003-SYB,,Holiday home,Holiday home,W,,Germany,,Harrislee,0,54.800765,9.386798,2,0,80.0,Net,,DOS12003-SYB-01,,,,,,55,Local Office,,,DE,DE,,,
DOS12005-F,,Holiday home,Holiday home,W,,Germany,,Kronsgaard,24395,54.731196,9.96791,2,0,80.0,Net,,DOS12005-F-01,,,2964275.0,,,55,Local Office,,,DE,DE,,,
DOS12006-U,Vanessa,Mill,Mill,D,,Germany,Baltic Sea Region,Medelby,24994,54.81064,9.176631,4,1,105.0,Gross,2024-06-25,DOS12006-U-01,,"1076563695348571643,1076563695348571643",5307121.0,,8.7,1045725,Private Homeowner,,2021-09-24,DE,DE,Molfsee,24113,
DOS12008-P,,Holiday home,Holiday home,W,,Germany,,Harrislee,0,54.800765,9.386798,2,0,80.0,Net,,DOS12008-P-01,,,2964289.0,,,55,Local Office,,,DE,DE,,,
DOS12009-F,,Holiday home,Holiday home,W,,Germany,,Gelting,0,54.746236,9.897082,2,0,80.0,Net,,DOS12009-F-01,,,2964294.0,,,55,Local Office,,,DE,DE,,,
DOS121001-DYA,C 1,Apartment,Apartment,W,,Germany,Baltic Sea Region,Kronsgaard,24395,54.72703,9.981875,4,0,58.0,Gross,,DOS121001-DYA-01,"4716078,471607802,14013203",,2964300.0,,9.0,1047236,Private Homeowner,,2021-09-24,DE,DE,Dörpstedt,24869,
DOS121002-MYA,,Holiday home,Holiday home,W,,Germany,,Gelting,0,54.746236,9.897082,2,0,80.0,Net,,DOS121002-MYA-01,,,2964306.0,,,55,Local Office,,,DE,DE,,,
DOS121003-MYA,,Holiday home,Holiday home,W,,Germany,,Gelting,0,54.746236,9.897082,2,0,80.0,Net,,DOS121003-MYA-01,,,2964311.0,,,55,Local Office,,,DE,DE,,,
DOS121004-MYA,,Holiday home,Holiday home,W,,Germany,,Gelting,0,54.746236,9.897082,2,0,80.0,Net,,DOS121004-MYA-01,,,2964315.0,,,55,Local Office,,,DE,DE,,,
DOS121005-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121005-F-01,,,2964321.0,,,55,Local Office,,,DE,DE,,,
DOS121006-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121006-F-01,,,,,,55,Local Office,,,DE,DE,,,
DOS121007-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121007-F-01,,,2964324.0,,,55,Local Office,,,DE,DE,,,
DOS121008-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121008-F-01,,,2964329.0,,,55,Local Office,,,DE,DE,,,
DOS121009-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121009-F-01,,,2964334.0,,,55,Local Office,,,DE,DE,,,
DOS121010-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121010-F-01,,,2964338.0,,,55,Local Office,,,DE,DE,,,
DOS121011-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121011-F-01,,,2964346.0,,,55,Local Office,,,DE,DE,,,
DOS121012-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121012-F-01,,,2964350.0,,,55,Local Office,,,DE,DE,,,
DOS121013-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121013-F-01,,,2964356.0,,,55,Local Office,,,DE,DE,,,
DOS121014-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121014-F-01,,,2964360.0,,,55,Local Office,,,DE,DE,,,
DOS121015-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121015-F-01,,,2964366.0,,,55,Local Office,,,DE,DE,,,
DOS121016-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121016-F-01,,,2964370.0,,,55,Local Office,,,DE,DE,,,
DOS121017-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121017-F-01,,,2964374.0,,,55,Local Office,,,DE,DE,,,
DOS121018-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121018-F-01,,,2964380.0,,,55,Local Office,,,DE,DE,,,
DOS121019-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121019-F-01,,,2964383.0,,,55,Local Office,,,DE,DE,,,
DOS121020-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121020-F-01,,,2964388.0,,,55,Local Office,,,DE,DE,,,
DOS121021-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121021-F-01,,,2964392.0,,,55,Local Office,,,DE,DE,,,
DOS121022-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121022-F-01,,,2964394.0,,,55,Local Office,,,DE,DE,,,
DOS121023-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121023-F-01,,,2964398.0,,,55,Local Office,,,DE,DE,,,
DOS121024-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121024-F-01,,,2964403.0,,,55,Local Office,,,DE,DE,,,
DOS121025-F,,Holiday home,Holiday home,W,,Germany,,Nieby,0,54.772124,9.93584,2,0,80.0,Net,,DOS121025-F-01,,,2964404.0,,,55,Local Office,,,DE,DE,,,
DOS121026-P,Fewo 4 Lodge am Meer,Apartment,Apartment,W,,Germany,Baltic Sea Region,Glücksburg,24960,54.855563,9.590326,4,0,76.0,Net,,DOS121026-P-01,"7386846,738684602,22265689",,5148082.0,,,1050135,Private Homeowner,,2021-09-24,DE,DE,Glücksburg,24960,
DOS121027-P,Fewo 6 Lodge am Meer,Apartment,Apartment,W,,Germany,Baltic Sea Region,Glücksburg,24960,54.855563,9.590326,3,0,55.0,Net,2023-09-08,DOS121027-P-01,"7386858,738685802,22265690",,5149783.0,,8.9,1050135,Private Homeowner,,2021-09-24,DE,DE,Glücksburg,24960,
DOS121028-P,Fewo 10 Lodge am Meer,Apartment,Apartment,W,,Germany,Baltic Sea Region,Glücksburg,24960,54.855563,9.590326,2,0,55.0,Net,,DOS121028-P-01,"7386839,738683902,22265671",,5149784.0,,,1050135,Private Homeowner,,2021-09-24,DE,DE,Glücksburg,24960,
DOS121029-N,Hausboot Leni,House Boat,House Boat,D,,Germany,Baltic Sea Region,Flensburg,24937,54.800652,9.439688,3,0,33.0,Gross,2024-06-24,DOS121029-N-01,,"1186248070258430181,1186248070258430181",5159306.0,,9.6,1050155,Private Homeowner,,2021-09-24,DE,DE,Schafflund,24980,www.hausboote-flensburg.de
DOS121030-N,Hausboot Lina,House Boat,House Boat,D,,Germany,Baltic Sea Region,Flensburg,24937,54.800652,9.439688,4,0,38.0,Gross,2024-06-24,DOS121030-N-01,,"51921210,2092801",5159307.0,,8.5,1050155,Private Homeowner,,2021-09-24,DE,DE,Schafflund,24980,www.hausboote-flensburg.de
DRF01001-FYA,"Holiday complex Danland, Bork Havn-T2",Holiday home,Holiday home,DP,,Denmark,Jütland,Bork Havn,6893,55.846973,8.281831,6,0,45.0,Net,,DRF01001-FYA-01,,,5109619.0,,9.0,1045723,,,2021-09-24,DE,DE,Hamburg,20354,www.danland.dk
