PropertyCode,Country,RegionCode,AccoType,Product,CreationDate,DDate,WDate,PlaceId,SubPlaceId,PriceMethod,PriceExtention,PriceTemplate,Sales,SalesLARSId,ReportsTo,ReportsToLARSId,Service,ServiceLARSId,OriginalUser,OriginalUserLARSId,Status,Homeowner,Caretaker,ContractType,SalesManager,CombiPlanning,Latitude,Longitude,TakenOverFrom,TakenOverFromDate,Rank,Zipcode,City,Company,Flex,MiniStay,FlexMini,Hash,OriginFile,LoadEpoch,LoadDatetime
ACE02030-IYB,ES,,Single home,Spanje,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,28.919205,-13.707197,,,Bronze,35571,Puerto Calero,TUI,,,,-5706833312413799417,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ACE021015-FYA,ES,,Single home,Spanje,2021-12-15,2019-01-05,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,31.674533,-106.367553,,,Bronze,0,El Cuchillo,TUI,,,,4477698563271388429,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BRE01215-P,FR,,,Zuid-Frankrijk,2021-12-15,2018-06-30,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,48.619354,-2.132691,,,Bronze,35800,St. Briac-sur-Mer,TUI,,,,-6099291490117413674,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BRE05434-I,FR,,Single home,Zuid-Frankrijk,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,48.685113,-3.986533,,,Bronze,0,St. Pol-de-Léon,TUI,,,,4277983709756678097,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
CAZ01479-O,FR,,Resort Big,Zuid-Frankrijk,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,43.345317,6.703037,,,Bronze,83380,Les Issambres,TUI,,,,21214371383143574,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
CDN02092-DYC,HR,,Resort small,Kroatië,2021-12-15,2018-04-01,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,36.560008,-79.202606,,,Bronze,23234,Vir,TUI,,,,2609595451680564568,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
CDN02117-EYD,HR,,Resort small,Kroatië,2021-12-15,2018-04-01,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,43.962187,15.428443,,,Bronze,23207,Sveti Filip i Jakov,TUI,,,,-3636850444312282270,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
CDN051009-CYB,HR,,Single home,Kroatië,2021-12-15,2018-03-18,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,44.276323,15.477379,,,Bronze,23244,Seline,TUI,,,,2621459307035273933,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
CIN02006-DYC,HR,,Resort Medium,Kroatië,2021-12-15,2018-04-01,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,44.531581,14.472042,,,Bronze,0,Mali Losinj,TUI,,,,-5016269939066327587,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
CIN02016-O,HR,,Resort Medium,Kroatië,2021-12-15,2018-03-01,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,44.531581,14.472042,,,Bronze,0,Mali Losinj,TUI,,,,6988650365320915990,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
CIN04042-CYB,HR,,Resort Medium,Kroatië,2021-12-15,2018-04-01,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,44.556181,14.885424,,,Bronze,53291,Novalja,TUI,,,,-4152578851996174177,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
CIN10008-DYB,HR,,Resort small,Kroatië,2021-12-15,2018-04-01,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,42.907289,16.795689,,,Bronze,0,Prizba,TUI,,,,3554184521091912649,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
CIS02155-F,HR,,Resort Medium,Kroatië,2021-12-15,2018-04-28,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,44.961165,13.85284,,,Bronze,52215,Vodnjan,TUI,,,,-6859742047500528878,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
CKV06135-EYA,HR,,Resort Medium,Kroatië,2021-12-15,2018-03-31,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,45.128526,14.789799,,,Bronze,51250,Novi Vinodolski,TUI,,,,-3581731608233473510,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
CKV07008-CYC,HR,,Resort Medium,Kroatië,2021-12-15,2018-05-12,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,33.09154,-96.80659,,,Bronze,0,Icici,TUI,,,,5433954606535440375,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
COC01222-F,ES,,,Spanje,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,38.013868,-0.691799,,,Bronze,0,San Luis /Torrevieja,TUI,,,,-4114790145590280973,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
COC01371-FYB,ES,,,Spanje,2021-12-15,2018-04-01,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,38.643647,0.045688,,,Bronze,3710,Calpe,TUI,,,,-7446663844396302636,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
CON01419-CYG,ES,,Single home,Spanje,2021-12-15,2018-04-01,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,41.700599,2.839819,,,Bronze,17310,Lloret de Mar,TUI,,,,3540675488761656924,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
CON02279-SYB,ES,,Single home,Spanje,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,41.21515,1.727446,,,Bronze,0,Vilanova i la Geltrú,TUI,,,,4569209028149631221,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
COS02155-DYC,ES,,Single home,Spanje,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,36.381667,-5.211389,,,Bronze,0,Casares Costa,TUI,,,,3637508874750451223,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DMG03043-P,DE,,Resort small,Duitsland,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,51.747113,10.804833,,,Bronze,38875,Elbingerode,TUI,,,,6404206474634447728,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DMG03505-CYA,DE,,Single home,Duitsland,2021-12-15,2017-11-04,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,51.630265,10.584205,,,Bronze,37447,Wieda,TUI,,,,-7690973429934462284,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DMG10027-P,DE,,Resort Medium,Duitsland,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,47.733386,8.167332,,,Bronze,0,Höchenschwand,TUI,,,,-7754230597871245206,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DMS01090-IYB,DE,,Single home,Duitsland,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,53.603518,11.557119,,,Bronze,0,Pinnow,TUI,,,,-1381918849835469198,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DMS02164-DYD,DE,,Resort Medium,Duitsland,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,53.461755,12.261819,,,Bronze,19395,Plau am See,TUI,,,,-3434175149082940366,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DMS02164-SYE,DE,,Resort Medium,Duitsland,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,53.461755,12.261819,,,Bronze,19395,Plau am See,TUI,,,,-893309812753556756,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DNS011014-F,DE,,Single home,Duitsland,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,53.472548,7.483314,,,Bronze,0,Aurich,TUI,,,,6453679696428845716,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DNS061001-IYC,DE,,Single home,Duitsland,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,53.219882,8.925474,,,Bronze,0,Worpswede,TUI,,,,2581980687349456491,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DNS07039-J,DE,,Single home,Duitsland,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,54.162491,8.865766,,,Bronze,25761,Westerdeichstrich,TUI,,,,-6681600280792491140,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DNS10035-SYH,DE,,Resort Medium,Duitsland,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,54.688461,8.556404,,,Bronze,0,Wyk auf Föhr,TUI,,,,-464810984838491495,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DOS01109-EYC,DE,,Single home,Duitsland,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,54.409816,10.291411,,,Bronze,24235,Wendtorf,TUI,,,,-8214738777670714819,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DOS08160-CYA,DE,,Resort small,Duitsland,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,53.957355,14.15416,,,Bronze,0,Heringsdorf,TUI,,,,-6416778436235643059,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
EIR03066-IYA,IR,,Resort small,Overig,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,51.880102,-9.58352,,,Bronze,,Kenmare,TUI,,,,-7138577466262157812,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
EIR05037-IYA,IR,,Resort small,Overig,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,52.864297,-8.197556,,,Bronze,0,Nenagh,TUI,,,,-6996079744268467133,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
GBS04050-LYH,GB,,,Verenigd Koninkrijk,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,56.393139,-4.619016,,,Bronze,0,Crianlarich,TUI,,,,1797389760514415569,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
GBS04066-F,GB,,,Verenigd Koninkrijk,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,56.359897,-4.373823,,,Bronze,0,Balquhidder,TUI,,,,-5840599260073918813,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
GBS04084-F,GB,,,Verenigd Koninkrijk,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,56.429137,-5.239309,,,Bronze,PA35 1HY,Taynuilt,TUI,,,,5397200847239012777,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
GBS041035-I,GB,,,Verenigd Koninkrijk,2021-12-15,2018-04-28,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,56.245059,-4.211663,,,Bronze,FK17 8EF,Callander,TUI,,,,-9118769726188161757,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
IAP02240-DYC,IT,,Resort small,Italië,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,40.273342,18.428505,,,Bronze,0,Torre Dell'Orso,TUI,,,,-4317264788172588076,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ICE01046-F,IS,,Single home,Overig,2021-12-15,2018-04-29,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,64.560927,-21.90105,,,Bronze,311,Borgarnes,TUI,,,,7048334263692323415,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ICE01055-F,IS,,Single home,Overig,2021-12-15,2018-01-07,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,63.933461,-21.001383,,,Bronze,801,Selfoss,TUI,,,,6449322305797569949,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ICE011009-F,IS,,Single home,Overig,2021-12-15,2018-04-29,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,65.9707,-18.532693,,,Bronze,0,Dalvík,TUI,,,,-4378208820094460113,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
IDO01510-CYC,IT,,,Italië,2021-12-15,2017-11-25,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,46.68206,11.897825,,,Bronze,0,St. Martin in Thurn,TUI,,,,6543226460474729388,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
IGS02357-MYH,IT,,Resort Big,Italië,2021-12-15,2018-03-22,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,45.505945,10.735094,,,Bronze,37017,Lazise,TUI,,,,-4541261442808593499,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
IGS03372-DYC,IT,,Resort small,Italië,2021-12-15,2018-03-29,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,45.708429,10.767539,,,Bronze,37018,Brenzone,TUI,,,,-5518370545427746120,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
IGS05057-DYA,IT,,Resort Medium,Italië,2021-12-15,2018-03-24,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,45.889924,10.732034,,,Bronze,38067,Pieve di Ledro,TUI,,,,5403830426899309675,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ILI011002-CYD,IT,,Single home,Italië,2021-12-15,2018-04-28,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,43.815967,7.776057,,,Bronze,0,Sanremo,TUI,,,,586191080945355319,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ILI02201-CYC,IT,,Resort Big,Italië,2021-12-15,2017-12-23,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,44.150285,8.283452,,,Bronze,17027,Pietra Ligure,TUI,,,,5528306957476297880,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ILI02202-SYB,IT,,Resort Big,Italië,2021-12-15,2018-01-06,2022-02-08,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,44.150285,8.283452,,,Bronze,17027,Pietra Ligure,TUI,,,,-1155536609928195174,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ILI02208-LYC,IT,,Resort Big,Italië,2021-12-15,2018-03-24,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,44.389421,8.646971,,,Bronze,16016,Cogoleto,TUI,,,,5806504066840805119,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ISI06009-CYB,IT,,Single home,Italië,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,38.008788,14.250718,,,Bronze,0,Castel di Tusa,TUI,,,,2116664428415586648,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ISR05027-F,IT,,Resort Big,Italië,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,39.241349,9.183646,,,Bronze,9045,Quartu Sant'Elena,TUI,,,,2880988485611438764,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ISR06200-MYF,IT,,Resort Big,Italië,2021-12-15,2018-04-27,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,40.085395,8.491997,,,Bronze,0,Torre del Pozzo,TUI,,,,-3665399493465057116,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ITO051003-SYA,IT,,Single home,Italië,2021-12-15,2018-03-31,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,43.644467,11.071105,,,Bronze,0,Montespertoli,TUI,,,,898242367878891111,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ITO06425-EYG,IT,,Resort Medium,Italië,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,43.419964,11.127206,,,Bronze,0,Colle di Val d'Elsa,TUI,,,,3946152867062476568,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ITO06425-FYF,IT,,Resort Medium,Italië,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,43.419964,11.127206,,,Bronze,0,Colle di Val d'Elsa,TUI,,,,-2759161006797224746,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ITO101001-EYE,IT,,Resort Big,Italië,2021-12-15,2018-04-28,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,42.947774,12.003296,,,Bronze,0,Cittá della Pieve,TUI,,,,-9072062033158429474,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
IVN031010-FYA,IT,,Resort Medium,Italië,2021-12-15,2018-02-10,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,45.960315,13.469472,,,Bronze,0,Cormons,TUI,,,,7271241904433772170,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
LDR01092-IYB,FR,,Resort Medium,Zuid-Frankrijk,2021-12-15,2018-03-31,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,43.289093,3.507843,,,Bronze,34300,Cap d'Agde,TUI,,,,-5157488115215587761,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
LPA03077-FYE,ES,,Single home,Spanje,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,1.879912,-76.270209,,,Bronze,0,San Agustín,TUI,,,,-7461150521338099436,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
OSB02086-CYB,AT,,,Oostenrijk,2021-12-15,2018-04-28,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,47.172556,13.098745,,,Bronze,5630,Bad Hofgastein,TUI,,,,7034709647371357022,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
OSB02771-QYC,AT,,,Oostenrijk,2021-12-15,2017-12-16,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,47.275268,13.319443,,,Bronze,5603,Kleinarl,TUI,,,,1348980222762764247,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
OSB03841-DYA,AT,,,Oostenrijk,2021-12-15,2017-11-05,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,47.32352,12.79685,,,Bronze,0,Zell am See,TUI,,,,406994281593771875,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
OTR03505-DYC,AT,,Resort small,Oostenrijk,2021-12-15,2017-12-17,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,46.965494,11.007623,,,Bronze,0,Sölden,TUI,,,,3838359825711760822,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
PDL01004-CYA,PT,,Single home,Portugal,2021-12-15,2018-03-01,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,37.829644,-25.35339,,,Bronze,0,Lomba da Maia,TUI,,,,-2840948668118393113,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
PPO101001-P,PL,,Single home,Polen,2021-12-15,2018-06-02,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,53.737605,17.192293,,,Bronze,0,Gwiezdzin,TUI,,,,-6241791378612727821,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
SAT02232-GYA,FR,,Resort Big,Zuid-Frankrijk,2021-12-15,2018-03-24,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,43.84867,-1.358814,,,Bronze,40660,Moliets,TUI,,,,-4118649214181804226,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
SAT03096-LYC,FR,,Resort Big,Zuid-Frankrijk,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,43.429652,-1.255944,,,Bronze,0,La Bastide-Clairence,TUI,,,,2760220507788573660,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
SSD05754-CYG,SE,,Resort Medium,Zweden,2021-12-15,2018-06-01,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,58.079065,16.35235,,,Bronze,590 98,Ukna,TUI,,,,-6387025204155399656,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
STK02053-F,SE,,Resort Medium,Zweden,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,59.081637,17.00837,,,Bronze,0,Stjärnhov,TUI,,,,1381769899106027479,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
UFL04026-O,US,,,Verenigde Staten,2021-12-15,2018-01-06,,,,,Manual,,System,system,System,system,HOS HomeOwner Service,CommSupport,System,system,W,55,55,Net,,no,26.562854,-81.949533,,,Bronze,33914,Cape Coral,TUI,,,,-8819466027905964542,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-0002-72,NL,utr,,Nederland,2016-04-07,,,,,LOS,Auto,Flat Price Structure,AanZee HomeOwner Service,AanZeeSupport,Chantal de Hoop,chantalh,HOS HomeOwner Service,CommSupport,AanZee HomeOwner Service,AanZeeSupport,NI,951674,951674,Priority rental price contract (FMNE),,no,,,,,Bronze,,,BVAG,,,,-5932702606161358221,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-0003-35,NL,zeel,,Nederland,2016-05-08,,,,,LOS,Auto,Flat Price Structure,AanZee HomeOwner Service,AanZeeSupport,Chantal de Hoop,chantalh,HOS HomeOwner Service,CommSupport,AanZee HomeOwner Service,AanZeeSupport,NI,952298,952298,Priority rental price contract (FMNE),,no,,,,,Bronze,4341PX,Arnemuiden,BVAG,,,,6644462982225396938,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-2000-SY,BE,antw,,Vlaanderen/ Belg. kust,2009-06-12,,,,,LOS,Auto,Flat Price Structure,HOS HomeOwner Service,CommSupport,Chantal de Hoop,chantalh,HOS HomeOwner Service,CommSupport,Sabine v.Leest Albada Jelgersma,sabine,OW,916683,916683,Exclusive revenue management flexibility (FME),,no,51.217785,4.41704,,,Bronze,2000,Antwerpen,BVAG,,,,3654797659270545303,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-3370-01,BE,brab,,Vlaanderen/ Belg. kust,2006-12-22,2006-12-22,2015-08-12,21.0,23.0,LOS,Auto,Flat Price Structure,HOS HomeOwner Service,CommSupport,Chantal de Hoop,chantalh,HOS HomeOwner Service,CommSupport,Sabine v.Leest Albada Jelgersma,sabine,W,908216,908216,Priority rental price contract (FMNE),,no,50.81129,4.83787,,,Bronze,3370,Willebringen,BVAG,,,,-7898732027079623382,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-3700-SA,BE,limb,,Vlaanderen/ Belg. kust,2008-10-23,,,,,LOS,Auto,Flat Price Structure,HOS HomeOwner Service,CommSupport,Chantal de Hoop,chantalh,HOS HomeOwner Service,CommSupport,Sabine v.Leest Albada Jelgersma,sabine,OW,914480,914480,Priority rental price contract (FMNE),,no,50.755314,5.433898,,,Bronze,3700,Tongeren,BVAG,,,,-1158656388155073449,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-3798-03,BE,limb,,Vlaanderen/ Belg. kust,2007-04-16,,,,,LOS,Auto,Flat Price Structure,HOS HomeOwner Service,CommSupport,Chantal de Hoop,chantalh,HOS HomeOwner Service,CommSupport,Stefanie de Man,stefanie,OW,909257,909257,Priority rental price contract (FMNE),,no,50.75949,5.77048,,,Bronze,3798,'s-Gravenvoeren,BVAG,,,,4928356548609668130,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-4950-183,BE,luik,,Ardennen,2011-12-21,2012-01-25,2015-09-21,54.0,89.0,LOS,Auto,Flat Price Structure,HOS HomeOwner Service,CommSupport,Chantal de Hoop,chantalh,HOS HomeOwner Service,CommSupport,Tine Blondeel,tineb,W,925557,925557,Priority rental price contract (FMNE),,no,50.389717,6.119624,,,Silver 2,4950,Waimes,BVAG,,,,432368835793351123,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
