PropertyCode,Country,RegionCode,AccoType,Product,CreationDate,DDate,WDate,PlaceId,SubPlaceId,PriceMethod,PriceExtention,PriceTemplate,Sales,SalesLARSId,ReportsTo,ReportsToLARSId,Service,ServiceLARSId,OriginalUser,OriginalUserLARSId,Status,Homeowner,Caretaker,ContractType,SalesManager,CombiPlanning,Latitude,Longitude,TakenOverFrom,TakenOverFromDate,Rank,Zipcode,City,Company,Flex,MiniStay,FlexMini,Hash,OriginFile,LoadEpoch,LoadDatetime
ES-04789-01,ES,cbr,,Spanje,2014-05-11,,,,,LOS,Auto,Flat Price Structure,Edward Nieland,edwardn,Edward Nieland,edwardn,HOS HomeOwner Service,CommSupport,Edward Nieland,edwardn,NI,941346,941346,Priority rental price contract (FMNE),Edward Nieland,no,,,,,Bronze,,Pals,BVAG,,,,2289183220276724967,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-17470-19,ES,cbr,,Spanje,2014-04-22,,,4866.0,,LOS,Auto,Flat Price Structure,Edward Nieland,edwardn,Edward Nieland,edwardn,HOS HomeOwner Service,CommSupport,Edward Nieland,edwardn,NI,919223,919223,Priority rental price contract (FMNE),Edward Nieland,no,42.183357,3.107735,,,Bronze,17470,Sant Pere Pescador,BVAG,,,,6288380238334862115,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-0017-24,BE,hain,,Ardennen,2019-10-24,,,,,LOS,Auto,Flat Price Structure,Ekram Mrabet,ekramm,Ekram Mrabet,ekramm,HOS HomeOwner Service,CommSupport,Youssef Skalli,youssefs,NI,992205,992205,Exclusive revenue management flexibility (FME),Martine Beiten,no,50.34076,4.28733,,,Gold 2,,Thuin,BVAG,,,,6654600466410719261,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-0028-13,BE,luxm,,Ardennen,2022-09-14,,,,,LOS,Auto,Flat Price Structure,Ekram Mrabet,ekramm,Ekram Mrabet,ekramm,HOS HomeOwner Service,CommSupport,Ekram Mrabet,ekramm,P,1061615,1061615,Exclusive revenue management flexibility (FME),Martine Beiten,no,50.342481,5.385473,,,Gold 2,,Somme-Leuze,BVAG,,,,7991899203632272153,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-6061-01,BE,hain,,Ardennen,2019-11-02,,,,,LOS,Auto,Flat Price Structure,Ekram Mrabet,ekramm,Ekram Mrabet,ekramm,HOS HomeOwner Service,CommSupport,Youssef Skalli,youssefs,H,996944,996944,Exclusive revenue management flexibility (FME),Martine Beiten,no,50.40113,4.47084,,,Gold 2,6061,Charleroi,BVAG,,,,8888215186565756129,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-6240-02,BE,hain,,Ardennen,2019-10-28,,,,,LOS,Auto,Flat Price Structure,Ekram Mrabet,ekramm,Ekram Mrabet,ekramm,HOS HomeOwner Service,CommSupport,Youssef Skalli,youssefs,L,994528,994528,Exclusive revenue management flexibility (FME),Martine Beiten,no,50.42687,4.52683,,,Gold 2,6240,Farciennes,BVAG,,,,6610001399247844395,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-6680-28,BE,luxm,,Ardennen,2010-03-08,2010-04-14,,507.0,,LOS,Auto,Flat Price Structure,Ekram Mrabet,ekramm,Ekram Mrabet,ekramm,HOS HomeOwner Service,CommSupport,Benoit Thewys,benoit,D,918640,918640,Exclusive revenue management flexibility (FME),Martine Beiten,no,50.009532,5.530522,,,Bronze,6680,Sainte ode,BVAG,,,,-4102532616314328218,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-7050-02,BE,hain,,Ardennen,2019-10-28,,,,,LOS,Auto,Flat Price Structure,Ekram Mrabet,ekramm,Ekram Mrabet,ekramm,HOS HomeOwner Service,CommSupport,Youssef Skalli,youssefs,NI,994417,994417,Exclusive revenue management flexibility (FME),Martine Beiten,no,50.53105,3.94512,,,Gold 2,7050,Jurbise,BVAG,,,,-1030252303196152897,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
GR-00000-39,GR,grcha,,Griekenland,2016-07-25,,,,,LOS,Auto,Flat Price Structure,Eleonora Gillet,eleonorag,Eleonora Gillet,eleonorag,HOS HomeOwner Service,CommSupport,Sandra Kamta,sandrahk,NI,932279,932279,Priority rental price contract (FMNE),Dominique Noël,no,,,,,Bronze,,Chalkidiki,BVAG,,,,-5503385702538288298,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
GR-00000-57,GR,grmyk,,Griekenland,2016-09-15,,,,,LOS,Auto,Flat Price Structure,Eleonora Gillet,eleonorag,Eleonora Gillet,eleonorag,HOS HomeOwner Service,CommSupport,Eleonora Gillet,eleonorag,NI,954940,954940,Priority rental price contract (FMNE),Dominique Noël,no,,,,,Bronze,,,BVAG,,,,-4049835553477921751,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
GR-00000-66,GR,grcent,,Griekenland,2016-10-02,,,,,LOS,Auto,Flat Price Structure,Eleonora Gillet,eleonorag,Eleonora Gillet,eleonorag,HOS HomeOwner Service,CommSupport,Eleonora Gillet,eleonorag,NI,955341,955341,Priority rental price contract (FMNE),Dominique Noël,no,,,,,Bronze,,,BVAG,,,,-147112208803667407,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
GR-00001-29,GR,grkre,,Griekenland,2017-03-21,,,,,LOS,Auto,Flat Price Structure,Eleonora Gillet,eleonorag,Eleonora Gillet,eleonorag,HOS HomeOwner Service,CommSupport,Eleonora Gillet,eleonorag,NI,959934,959934,Priority rental price contract (FMNE),Dominique Noël,no,35.36436,24.48216,,,Bronze,,Rethimno,BVAG,,,,6018311417228110524,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
GR-00001-83,GR,grpel,,Griekenland,2017-10-10,,,,,LOS,Auto,Flat Price Structure,Eleonora Gillet,eleonorag,Eleonora Gillet,eleonorag,HOS HomeOwner Service,CommSupport,Astrid van Nispen,astridvn,NI,964096,964096,Priority rental price contract (FMNE),Dominique Noël,no,,,,,Bronze,,Angolida,BVAG,,,,-3376739346576776466,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
GR-72100-02,GR,grkre,,Griekenland,2016-11-11,,,,,LOS,Auto,Flat Price Structure,Eleonora Gillet,eleonorag,Eleonora Gillet,eleonorag,HOS HomeOwner Service,CommSupport,Eleonora Gillet,eleonorag,OW,940503,940503,Priority rental price contract (FMNE),Dominique Noël,no,,,,,Bronze,72100,,BVAG,,,,-7674430201220631955,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
IT-96011-07,IT,sic,,Italië,2013-12-03,,,,,LOS,Auto,Flat Price Structure,Eleonora Von Berger,eleonoravb,Eleonora Von Berger,eleonoravb,HOS HomeOwner Service,CommSupport,Eleonora Von Berger,eleonoravb,OW,939146,939146,Priority rental price contract (FMNE),Mark Helderman,no,,,,,Bronze,96011,,BVAG,,,,-7958383919451839221,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DE-00003-90,DE,algu,,Duitsland,2016-11-22,,,,,LOS,Auto,Flat Price Structure,Eline de vries,elinedv,Eline de vries,elinedv,HOS HomeOwner Service,CommSupport,Eline de vries,elinedv,NI,956377,956377,Priority rental price contract (FMNE),Chantal de Hoop,no,,,,,Bronze,,,BVAG,,,,8972823572245185537,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00115-42,ES,,,Spanje,2025-01-20,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1077124,1077124,On request rental price contract (FMNE),Elise Renaud,no,39.853284,3.119444,,,Bronze,,,BVAG,,,,-947744779956746661,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00115-51,ES,,,Spanje,2025-01-20,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1077124,1077124,On request rental price contract (FMNE),Elise Renaud,no,39.818059,3.113254,,,Bronze,,,BVAG,,,,5653725821486663949,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00116-05,ES,,,Spanje,2025-01-20,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1077124,1077124,On request rental price contract (FMNE),Elise Renaud,no,38.599091,-0.050866,,,Bronze,,,BVAG,,,,5978643143984754221,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00116-23,ES,,,Spanje,2025-01-20,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1077124,1077124,On request rental price contract (FMNE),Elise Renaud,no,38.635963,-0.014123,,,Bronze,,,BVAG,,,,731456864022091657,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00116-41,ES,,,Spanje,2025-01-20,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1077124,1077124,On request rental price contract (FMNE),Elise Renaud,no,38.590317,-0.057433,,,Bronze,,,BVAG,,,,-4633806082133243690,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00116-50,ES,,,Spanje,2025-01-22,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1077124,1077124,On request rental price contract (FMNE),Elise Renaud,no,41.567253,2.377548,,,Bronze,,,BVAG,,,,-157500551972693521,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00117-13,ES,,,Spanje,2025-01-22,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1077124,1077124,On request rental price contract (FMNE),Elise Renaud,no,41.940884,3.216123,,,Bronze,,,BVAG,,,,-8054682334073381501,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00117-31,ES,,,Spanje,2025-01-22,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1077124,1077124,On request rental price contract (FMNE),Elise Renaud,no,41.971024,3.20923,,,Bronze,,,BVAG,,,,9165600160624266268,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00118-12,ES,,,Spanje,2025-01-22,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1077124,1077124,On request rental price contract (FMNE),Elise Renaud,no,38.532306,-0.161496,,,Bronze,,,BVAG,,,,6181272669995899132,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00120-19,ES,,,Spanje,2025-01-22,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1077124,1077124,On request rental price contract (FMNE),Elise Renaud,no,38.651814,0.042808,,,Bronze,,,BVAG,,,,9040564981148299227,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00120-46,ES,,,Spanje,2025-01-22,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1077124,1077124,On request rental price contract (FMNE),Elise Renaud,no,38.67431,0.0582,,,Bronze,,,BVAG,,,,-6927636736514642722,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00120-73,ES,,,Spanje,2025-01-22,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1077124,1077124,On request rental price contract (FMNE),Elise Renaud,no,38.67018,0.076293,,,Bronze,,,BVAG,,,,8195321457827167771,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00121-09,ES,,,Spanje,2025-01-22,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1077124,1077124,On request rental price contract (FMNE),Elise Renaud,no,38.635855,0.032816,,,Bronze,,,BVAG,,,,-6197586185067916643,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00121-72,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,38.65192,0.074368,,,Gold 2,,,BVAG,,,,7951467560388820049,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00122-53,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,38.649373,0.060114,,,Gold 2,,,BVAG,,,,6675083385883675225,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00123-16,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,41.060658,1.031835,,,Gold 2,,,BVAG,,,,-1328379193947180475,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00123-25,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,41.055113,1.020356,,,Gold 2,,,BVAG,,,,6757437794963547982,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00123-61,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,36.3893,-5.209835,,,Gold 2,,,BVAG,,,,1674806185942358233,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00123-70,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,36.369378,-6.103933,,,Gold 2,,,BVAG,,,,3668355394759593356,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00124-06,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,28.735642,-13.868017,,,Gold 2,,,BVAG,,,,9200805939644537300,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00124-42,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,28.737952,-13.871866,,,Gold 2,,,BVAG,,,,4055569630753415837,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00124-60,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,28.089383,-16.719794,,,Gold 2,,,BVAG,,,,-3009613777170018603,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00126-04,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,38.825738,0.00092,,,Gold 2,,,BVAG,,,,7137906066395865864,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00126-13,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,38.856169,0.063836,,,Gold 2,,,BVAG,,,,-4378960974544421315,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00126-40,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,38.820959,0.131546,,,Gold 2,,,BVAG,,,,2749120169144600052,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00127-12,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,38.820048,0.087542,,,Gold 2,,,BVAG,,,,1921047637317195191,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00128-11,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,42.246686,3.126206,,,Gold 2,,,BVAG,,,,-9223298729052009857,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00129-89,ES,,,Spanje,2025-01-27,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,36.573026,-4.603357,,,Gold 2,,,BVAG,,,,-130462211985174818,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00130-27,ES,,,Spanje,2025-01-28,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,39.687731,2.931646,,,Gold 2,,,BVAG,,,,7376073785910849944,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00130-72,ES,,,Spanje,2025-01-28,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,38.799244,0.112452,,,Gold 2,,,BVAG,,,,-397505114589295371,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00130-90,ES,,,Spanje,2025-01-28,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,38.75664,0.166928,,,Gold 2,,,BVAG,,,,-9175961732852711268,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00133-06,ES,,,Spanje,2025-01-28,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,40.812715,0.708984,,,Gold 2,,,BVAG,,,,-4497686259374577194,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00133-15,ES,,,Spanje,2025-01-28,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077147,1077147,Exclusive revenue management flexibility (FME),Elise Renaud,no,40.813326,0.713031,,,Gold 2,,,BVAG,,,,438469492635374995,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00134-05,ES,,,Spanje,2025-01-28,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077160,1077160,Exclusive revenue management flexibility (FME),Elise Renaud,no,42.040965,3.194922,,,Gold 2,,,BVAG,,,,-9148444617434479682,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00134-41,ES,,,Spanje,2025-01-28,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077160,1077160,Exclusive revenue management flexibility (FME),Elise Renaud,no,28.380103,-16.511097,,,Gold 2,,,BVAG,,,,-6373110532985839986,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00135-31,ES,,,Spanje,2025-01-28,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077160,1077160,Exclusive revenue management flexibility (FME),Elise Renaud,no,41.744413,2.837494,,,Gold 2,,,BVAG,,,,8688439437276721072,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00139-88,ES,,,Spanje,2025-01-29,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077160,1077160,Exclusive revenue management flexibility (FME),Elise Renaud,no,38.68815,0.141983,,,Gold 2,,,BVAG,,,,-4162106762504843265,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00140-71,ES,,,Spanje,2025-01-29,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077160,1077160,Exclusive revenue management flexibility (FME),Elise Renaud,no,38.89874,-0.060406,,,Gold 2,,,BVAG,,,,-6209140010422585639,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00140-80,ES,,,Spanje,2025-01-29,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077160,1077160,Exclusive revenue management flexibility (FME),Elise Renaud,no,38.891089,-0.049482,,,Gold 2,,,BVAG,,,,3500615458992537319,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00142-06,ES,,,Spanje,2025-01-29,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077160,1077160,Exclusive revenue management flexibility (FME),Elise Renaud,no,42.000439,3.194722,,,Gold 2,,,BVAG,,,,1672253477287303673,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00142-42,ES,,,Spanje,2025-01-29,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077160,1077160,Exclusive revenue management flexibility (FME),Elise Renaud,no,41.995501,3.18956,,,Gold 2,,,BVAG,,,,-7647947777314363786,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00142-60,ES,,,Spanje,2025-01-29,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077160,1077160,Exclusive revenue management flexibility (FME),Elise Renaud,no,41.978479,3.201805,,,Gold 2,,,BVAG,,,,-1295060277294026254,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00143-05,ES,,,Spanje,2025-01-29,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077160,1077160,Exclusive revenue management flexibility (FME),Elise Renaud,no,40.364881,0.389151,,,Gold 2,,,BVAG,,,,-2886328895877797814,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00144-22,ES,,,Spanje,2025-01-29,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077165,1077165,Exclusive revenue management flexibility (FME),Elise Renaud,no,39.524318,3.310073,,,Gold 2,,,BVAG,,,,4176539587469932705,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00145-12,ES,,,Spanje,2025-01-29,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,L,1077165,1077165,Exclusive revenue management flexibility (FME),Elise Renaud,no,42.261598,3.150913,,,Gold 2,,,BVAG,,,,5619121609982363038,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00149-78,ES,,,Spanje,2025-10-23,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1081503,1081503,On request rental price contract (FMNE),Elise Renaud,no,42.126468,3.13351,,,Bronze,,,BVAG,,,,-8018965368903229248,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00149-87,ES,,,Spanje,2025-10-23,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1081503,1081503,On request rental price contract (FMNE),Elise Renaud,no,42.1525,2.520432,,,Bronze,,,BVAG,,,,3359196754207345602,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00150-16,ES,,,Spanje,2025-10-23,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1081503,1081503,On request rental price contract (FMNE),Elise Renaud,no,41.807394,3.065208,,,Bronze,,,BVAG,,,,3188537161869432016,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
ES-00150-52,ES,,,Spanje,2025-10-24,,,,,LOS,Auto,Flat Price Structure,Elise Renaud,eliser,Elise Renaud,eliser,HOS HomeOwner Service,CommSupport,Elise Renaud,eliser,D,1081508,1081508,Exclusive revenue management flexibility (FME),Elise Renaud,no,42.247411,3.127658,,,Gold 2,,,BVAG,,,,-7185175373111425417,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
